iter,mmd2,mmd_sigma,mean_l2,num_samples,dist_action_kl,dist_action_tv,action_samples,rho_mean,rho2_mean,rho_min,rho_max,rho_p95,rho_p99,rho_clip,rho_clip_active
5,0.006733150182846037,2.3615355857373506,0.2659568184924647,4096,0.0433849215766277,0.11330042860380392,64,0.9984501767349991,1.0736096575183969,0.07071610194765104,1.370333605619199,1.3377597228057452,1.3576506912479418,10.0,1.0
9,0.014069198098965341,2.347039784941398,0.40192854954742274,4096,0.04339631117058103,0.11351713886341036,64,1.0049565064472716,1.0828296035539826,0.07965283794459971,1.363919123705594,1.3345845877507982,1.3555831371863034,10.0,1.0
10,0.0073376936982135765,2.3730023135423393,0.27418043169948647,4096,0.04338908951741925,0.11345866625096251,64,1.0050342931350114,1.082359414202616,0.02925790853335127,1.3666574046902131,1.338290582141802,1.3581147262758348,10.0,1.0
15,0.007144398923124684,2.3599133667531866,0.267327242537311,4096,0.04333468167684219,0.11337375730728953,64,1.0021522730907009,1.0816482932356137,0.06624464406049003,1.364602420067292,1.339258644552294,1.3577806965956922,10.0,1.0
19,0.0048572236921293754,2.3549502672969074,0.22020862168659625,4096,0.04332699948814748,0.11383023224143107,64,1.0030865631633954,1.0805832253258396,0.0740754465903746,1.366678517882344,1.3392842223311188,1.3567276834709805,10.0,1.0
20,0.011456440107948107,2.351574744334769,0.3650791017671299,4096,0.043319718567673755,0.11343051317282757,64,0.9950266710683736,1.0670780794691819,0.08456458646206136,1.364749317602986,1.3362211175581218,1.3576822157958857,10.0,1.0
25,0.00424675509903405,2.3733857484089738,0.16327063063391045,4096,0.04331427318610808,0.11289371874865793,64,0.9967864617253475,1.0688216277151907,0.044681188830737566,1.3648313541934949,1.3368612683932606,1.3582648709231415,10.0,1.0
29,0.0055222868859725605,2.3590523375321815,0.20941065911042364,4096,0.04329245946027424,0.11319573075900834,64,1.0023833617971958,1.0790981553166072,0.04890283267076345,1.3664041169547054,1.3369876295534557,1.3570618240449341,10.0,1.0
30,0.004302445987873993,2.3483950366716706,0.18719146555032898,4096,0.04330403708437854,0.11333593795615024,64,1.0033085142939417,1.0790390818092153,0.06106404984790909,1.366738546911748,1.3344442956384102,1.3562390462295153,10.0,1.0
35,0.004838918846383544,2.3556996400091763,0.20171726977229412,4096,0.043286893237025434,0.11335686961226626,64,0.9953689787801296,1.067359954544799,0.07444507794612024,1.3651085248044201,1.3389784508601794,1.3565906403212513,10.0,1.0
39,0.0035363308205496047,2.355566428201774,0.15009315416787353,4096,0.04326260529558447,0.11315064761305635,64,1.006220152741738,1.0893943877325891,0.04100118311339761,1.3645512672246956,1.339883303896964,1.3586701793487814,10.0,1.0
40,0.004533818610753748,2.3577395120563356,0.18173815468177035,4096,0.043259184805743395,0.11333289008257817,64,0.9940709083929267,1.0652270670480881,0.04491134009065178,1.366143668264911,1.3353911862479824,1.3572538243949326,10.0,1.0
45,0.006245769388681599,2.3620261449712663,0.26020718620960115,4096,0.04327621166918739,0.11318998407818325,64,0.9996401394706184,1.075957330307561,0.06382139966312447,1.365278212401809,1.338050635976562,1.357631216695173,10.0,1.0
49,0.01152564677502843,2.366425933546587,0.3827780193710402,4096,0.04324982402323443,0.11331078542409763,64,0.9949090296209262,1.0636631007030493,0.0657299140234374,1.3641819355141538,1.332595462057029,1.3557708135802302,10.0,1.0
50,0.005284713368106542,2.3592452859462423,0.21396782516278268,4096,0.04324232403509151,0.11325491086056204,64,1.0066745983000884,1.0869707444771666,0.10506293341691521,1.3629406411434986,1.3379476146304554,1.3572031142781205,10.0,1.0
55,0.01688162393318282,2.3730309584151765,0.4606513986795773,4096,0.04322494851985906,0.11326850078347858,64,1.0022542896762645,1.079767479108809,0.04194709081658091,1.3642710503743354,1.3354595214202458,1.3566635338992084,10.0,1.0
59,0.005950788020634867,2.37494592274719,0.22988754210906467,4096,0.04322949428950541,0.11346931714540563,64,1.0025640712823216,1.0787513867797638,0.06256256709803071,1.3640132375413907,1.3323212023265774,1.3573108712911952,10.0,1.0
60,0.006292254646615092,2.3598143402895038,0.2520137635948824,4096,0.04323441416057161,0.11313413643014869,64,0.9981006409268531,1.0717248335296652,0.05746544147266804,1.3654597293282944,1.3365844278915286,1.3571995034458555,10.0,1.0
65,0.009104634133685896,2.3568090801391697,0.33676460894287685,4096,0.043207592075104814,0.11277593462990132,64,1.0032067392,1.0822771650365646,0.08556113568183234,1.363459965817519,1.338025835779524,1.356323820679183,10.0,1.0
69,0.010681093535505504,2.370185853789145,0.34922380075117077,4096,0.04320785354601832,0.11301269283883118,64,1.0019532222144476,1.0798029755978638,0.048311975691232315,1.363061845868512,1.3391344584523934,1.357269943799754,10.0,1.0
70,0.0076080041504286156,2.366475607400709,0.2832151484476832,4096,0.04320247076553765,0.1134858443398473,64,1.0007332302173828,1.076997614615622,0.05069231972484773,1.3640356134053,1.3381287863346008,1.3572692058533764,10.0,1.0
75,0.004331930347707402,2.3662750871195217,0.15288142659467377,4096,0.043186801187651676,0.11318244711091463,64,0.9975705895942205,1.0712796673624472,0.05016972642957286,1.3648196421726615,1.3374739438446885,1.357803851612338,10.0,1.0
79,0.006771871041053812,2.3689381118904054,0.2754211929867032,4096,0.043176502634022465,0.11356218455703188,64,0.9990897868100694,1.0737646484712515,0.05939337406576303,1.3628676932976656,1.3352022772347776,1.3567927849392019,10.0,1.0
80,0.004403119514196252,2.3555199588819487,0.20129795666255945,4096,0.043189828621968976,0.11332777634428033,64,0.9985845135819649,1.071922069385903,0.05719203049280336,1.3622409835937783,1.3345390796748322,1.3559940563491222,10.0,1.0
85,0.008771564992350989,2.362074730159133,0.3164612546651476,4096,0.043177884531190744,0.1130285330764322,64,0.9989181084959196,1.0704948789385202,0.05189160772220836,1.3631640703462937,1.3357655466213334,1.3574331526855654,10.0,1.0
89,0.006011102267156954,2.355942471635808,0.24647115938511785,4096,0.043156422261356145,0.11319893327365907,64,1.005887370076771,1.086372704634814,0.015201053205313609,1.3622095291092928,1.3397073869865328,1.3572577884301984,10.0,1.0
90,0.003438163076809886,2.35742053045206,0.1589319544512057,4096,0.04315832649174103,0.11328838126184734,64,0.9973397783816695,1.0730895476597029,0.020711885467716046,1.3630337995875947,1.3397091438257431,1.3570737143068967,10.0,1.0
95,0.00789898847938475,2.354592251611878,0.29718159123588556,4096,0.04314257183879523,0.11294518552686397,64,1.0037054171374278,1.0829864310756199,0.05408840978563255,1.363004181540494,1.3371215216816357,1.3572601293932236,10.0,1.0
99,0.009908502631156946,2.3568790283582497,0.35320098925236476,4096,0.043150511879149284,0.11303126438636923,64,0.996840176237344,1.0705316312298745,0.07993143332495986,1.3631111860381793,1.336188142516441,1.357465299928255,10.0,1.0
100,0.007509183026712329,2.3578013849245023,0.2953233486857536,4096,0.043159488916143546,0.11316113430972906,64,0.9986970604936329,1.0740512246889051,0.025715877379466553,1.3620258388862476,1.337222808046381,1.357425488708388,10.0,1.0
105,0.006667295777029847,2.345992578441129,0.2598072841120516,4096,0.04314105435795874,0.11310423873379302,64,1.009129695017755,1.0930020356556565,0.04799134264648599,1.3623345829393825,1.337213520060641,1.3567648697685233,10.0,1.0
109,0.008933499562607916,2.370884092773485,0.2960645832605005,4096,0.04312717957810965,0.11342425804129641,64,0.9957356951294438,1.069717819618598,0.045058089967063134,1.3615502381900524,1.3356059098459212,1.357158059622937,10.0,1.0
110,0.006580297986736761,2.362391658930182,0.2611823558748916,4096,0.04313806164087875,0.11283867401886605,64,0.9989732427859315,1.0712996553996668,0.06447619538344654,1.3628378807767574,1.335221293820326,1.3559494359050992,10.0,1.0
115,0.0059166317993890605,2.3640852319138936,0.21845640796334456,4096,0.04312766503510505,0.11317620651657384,64,0.9979065850126542,1.0711503096342243,0.08048281533726821,1.3626521685951578,1.3353055338876851,1.356545246192039,10.0,1.0
119,0.004754276847099503,2.352736266473456,0.18582684712408243,4096,0.043123528826819996,0.1130488034459025,64,1.0016523986788783,1.0802467482252909,0.04738285360686831,1.3625676923081942,1.3362930419092838,1.3567951017072533,10.0,1.0
120,0.008976746273453018,2.3582606419447973,0.32375614622105764,4096,0.04311913944870384,0.1133848069387462,64,1.0043496843507644,1.0807221913357532,0.06717938674419886,1.361492352395049,1.3359853791975596,1.355269289383978,10.0,1.0
125,0.009724453837261171,2.3643486673195944,0.3255515624072434,4096,0.043105569975071784,0.1129541170853039,64,1.001429963327007,1.077866522999667,0.07856593653117938,1.3614949789870443,1.3374951198463856,1.357512075753274,10.0,1.0
129,0.00877329890095535,2.3621115590095227,0.2860083933139684,4096,0.043106953363322625,0.11322263509352916,64,1.0005345228224867,1.079198425133686,0.05333392150781632,1.3639050581625505,1.339416817047589,1.3567948165872517,10.0,1.0
130,0.00611528471847822,2.361312653387493,0.2573871964860642,4096,0.043102594510267815,0.11296943665272402,64,1.0040220709234313,1.0838728278723933,0.06293199227359217,1.3612808583786153,1.3372758460317207,1.3559240236766035,10.0,1.0
135,0.004360403081475228,2.358071141002587,0.19361099753869476,4096,0.04309727243972745,0.11317295891528203,64,1.0076077817528442,1.089602033857731,0.059404856674764826,1.3618875808317012,1.3363258721603912,1.357220246120901,10.0,1.0
