iter,w_gap,w_sharp_drift,w_sharp_drift_defined,converged,num_iters,batch_size,tol,rho_mean,rho2_mean,rho_min,rho_max,rho_p95,rho_p99,rho_clip,rho_clip_active
5,0.03057710833882673,0.0,0.0,False,2000,4096,1e-07,1.001156066794489,1.0769498526828656,0.03139092787790025,1.3676228720049037,1.3364956937480368,1.3580700917789081,10.0,1.0
9,0.029881868022296247,0.005627465294858381,1.0,False,2000,4096,1e-07,0.9929924666174934,1.0635643584262495,0.05056438078671497,1.3658868842640637,1.3349626993213266,1.3582224108124148,10.0,1.0
10,0.027200015650687213,0.005656112350112877,1.0,False,2000,4096,1e-07,1.00423287635966,1.0824371187983126,0.06324359463408519,1.3704923304068373,1.3377619590098537,1.3572318763415487,10.0,1.0
15,0.02680074858747285,0.005228673270850776,1.0,False,2000,4096,1e-07,1.0005040353060806,1.0771356435864259,0.06145764869276513,1.3672703824541532,1.338081748976127,1.3594211016911408,10.0,1.0
19,0.030102737320107122,0.006050778437316061,1.0,False,2000,4096,1e-07,0.9966493192301369,1.0708658161577937,0.036907702344677475,1.3644720889039534,1.336499158702482,1.3575438401378577,10.0,1.0
20,0.032874383601470394,0.006701985043175238,1.0,False,2000,4096,1e-07,0.9976306820338157,1.0718841416275309,0.018980097478649007,1.3658697350749032,1.3370042804453028,1.3570184888508863,10.0,1.0
25,0.031124194220115895,0.005742600743575468,1.0,False,2000,4096,1e-07,0.9942991816711135,1.0660473755642372,0.023475134396550565,1.3634771174027733,1.3349422499969514,1.357758806842568,10.0,1.0
29,0.025959316283964657,0.007234986720927057,1.0,False,2000,4096,1e-07,1.005824903424215,1.0874560983161068,0.06695585653814866,1.3662973091034802,1.338329847223446,1.3588947854497768,10.0,1.0
30,0.030415304456777207,0.007093065405907309,1.0,False,2000,4096,1e-07,0.9974479743805905,1.0701856341175628,0.026719602981338353,1.3639221324521573,1.337068800341045,1.3588642459719074,10.0,1.0
35,0.0266595049713382,0.00693801046404839,1.0,False,2000,4096,1e-07,1.0029089722677162,1.08128637086545,0.06986390442556135,1.3637942858460719,1.338599152590621,1.3574223642401988,10.0,1.0
39,0.031410766533194856,0.007741755444927308,1.0,False,2000,4096,1e-07,0.9983776983792242,1.073145672256749,0.083362536322278,1.365209050289995,1.3392609131295403,1.3570140119448733,10.0,1.0
40,0.03247476778113048,0.006187666579452802,1.0,False,2000,4096,1e-07,0.996583077066677,1.07022663213221,0.03450323207088628,1.3621668105446447,1.3364092340007492,1.3564619513854939,10.0,1.0
45,0.030428623014328294,0.006115818434986139,1.0,False,2000,4096,1e-07,0.9936550168068785,1.0637113887797263,0.04071178206276733,1.3653675959763383,1.3341818744372673,1.3570126838238707,10.0,1.0
49,0.028929425987305447,0.0060446412816462574,1.0,False,2000,4096,1e-07,0.9949875624310556,1.067486812816342,0.08059105982585431,1.366284835973571,1.3390511074187592,1.3580359923588592,10.0,1.0
50,0.02606356763464807,0.0060533071342561764,1.0,False,2000,4096,1e-07,0.993453509003509,1.0642092018778122,0.08667454510250436,1.3662362060799944,1.3357285095238733,1.3570113819037048,10.0,1.0
55,0.026593102146811484,0.005294046944505551,1.0,False,2000,4096,1e-07,1.0025010200380968,1.0794719863603306,0.05156363734821211,1.364562002351188,1.33609000443633,1.3573557247120247,10.0,1.0
59,0.029937394900621445,0.007234105740404712,1.0,False,2000,4096,1e-07,0.9940277653894246,1.065414241325596,0.09341838962255121,1.363709853251933,1.3359313150778354,1.3560621984353358,10.0,1.0
60,0.032567702234977056,0.006944564916223501,1.0,False,2000,4096,1e-07,0.9990579195352612,1.0738935506352438,0.049764175612010825,1.3653723486050964,1.3372442617809326,1.3574076000080348,10.0,1.0
65,0.0328228170650743,0.00546709772223796,1.0,False,2000,4096,1e-07,1.0067067455514604,1.0879721406799616,0.08387836351531493,1.363122191800802,1.3404826246622026,1.3571963068362036,10.0,1.0
69,0.025336088197155222,0.009372571524401114,1.0,False,2000,4096,1e-07,0.9999689938354166,1.077243621907365,0.03411799885886308,1.3645461620426567,1.3356503371248265,1.3566599412448206,10.0,1.0
70,0.026685231801518782,0.0055044672718138985,1.0,False,2000,4096,1e-07,0.9911030788261496,1.0580763311412071,0.06582597742396014,1.3621538306574483,1.3350836751980435,1.3575615190959411,10.0,1.0
75,0.02967977772812368,0.006535914377171236,1.0,False,2000,4096,1e-07,1.0025061149265655,1.0789381190554477,0.0515717134800698,1.364000857813203,1.334181735888419,1.356111804077657,10.0,1.0
