iter,mmd2,mmd_sigma,mean_l2,num_samples
0,0.052785594866000096,2.3541568529270753,0.7840526686956741,512
1,0.0428473912547912,2.354527891455787,0.668417668906293,512
2,0.04147082329943852,2.359743205877221,0.6841046294565605,512
3,0.03090325327127208,2.3550533297428045,0.5225383136758671,512
4,0.018054714257991544,2.370945168673022,0.32049132267537256,512
