iter,w_gap,w_sharp_drift,w_sharp_drift_defined,converged,num_iters,batch_size,tol
0,0.02906376748582679,0.0,0.0,False,200,512,1e-06
1,0.0355655145914621,0.029309863337798205,1.0,False,200,512,1e-06
2,0.023687198333582623,0.03001557020441865,1.0,False,200,512,1e-06
3,0.027307008421597993,0.02526872126024787,1.0,False,200,512,1e-06
4,0.032348436892866615,0.02955709482694678,1.0,False,200,512,1e-06
