iter,stability_proxy,stability_proxy_mean,stability_proxy_std,power_iters,batch_size,stability_probe_step_scale,rho_mean,rho2_mean,rho_min,rho_max,rho_p95,rho_p99,rho_clip,rho_clip_active
5,0.9999839229616087,0.9999839229616087,2.731383373433186e-06,20,4096,2.5e-05,1.0015715074938807,1.078417989921427,0.014431004417937387,1.361094644858938,1.3377126472590553,1.3564688663595827,10.0,1.0
9,0.9999842791977007,0.9999842791977007,1.1160136810329614e-06,20,4096,2.5e-05,1.0026493214210046,1.0810211916943306,0.010541825813165059,1.3610794508823176,1.33646354514131,1.3564434312449638,10.0,1.0
10,0.9999839237161143,0.9999839237161143,1.0329000055367915e-06,20,4096,2.5e-05,1.0005018365475458,1.0760282700308057,0.016461145508523678,1.361107981610116,1.3355989187788364,1.3558717400961784,10.0,1.0
15,0.9999845355469272,0.9999845355469272,1.1526379596353483e-06,20,4096,2.5e-05,0.9983931875893512,1.0721409269792028,0.0405057512607831,1.3610860449575801,1.335376712739603,1.3559647154730876,10.0,1.0
19,0.9999832515018242,0.9999832515018242,3.844908611695348e-06,20,4096,2.5e-05,0.9991318911297695,1.074431206450679,0.028825032407347653,1.3611082450133942,1.3356075867786283,1.35599517069217,10.0,1.0
20,0.9999829666692372,0.9999829666692372,2.404587948743371e-06,20,4096,2.5e-05,0.9981046901442592,1.0719221995350812,0.04061372264610054,1.3611022971171614,1.335784184561701,1.3562977280249204,10.0,1.0
25,0.9999839084663552,0.9999839084663552,2.5585299748917036e-06,20,4096,2.5e-05,1.0004224746433357,1.0767731631731856,0.018225583593706796,1.3610634483509796,1.3366362665974822,1.3560042864495285,10.0,1.0
29,0.9999843072463184,0.9999843072463184,8.036033558066188e-07,20,4096,2.5e-05,0.9992451850776034,1.0739157812235762,0.03238041128894273,1.3610931603990175,1.3353041381923718,1.3562087382650443,10.0,1.0
30,0.9999834254338618,0.9999834254338618,3.139206480477155e-06,20,4096,2.5e-05,0.9972844278343661,1.0703485874826837,0.031894596796393004,1.3611077940588465,1.3348819538681087,1.3555795056335092,10.0,1.0
35,0.9999838869267355,0.9999838869267355,1.3257525592355398e-06,20,4096,2.5e-05,1.0010853231311456,1.078807156286255,0.03605035286055626,1.361103237818225,1.3371529640725568,1.356519334730198,10.0,1.0
39,0.9999825882590831,0.9999825882590831,2.7144404910210105e-06,20,4096,2.5e-05,1.0019584549383511,1.0795490327378174,0.025688966694733726,1.3611101943344417,1.3363583925828717,1.3565797128848402,10.0,1.0
40,0.9999825820190176,0.9999825820190176,1.9226171414112894e-06,20,4096,2.5e-05,0.9974703214018059,1.0716865349058677,0.03424329695474783,1.3610912667800603,1.336138837915764,1.3564354007614363,10.0,1.0
45,0.9999810821676449,0.9999810821676449,4.281141588860556e-06,20,4096,2.5e-05,0.9998037632752909,1.0754512076530365,0.009164957952512003,1.3610767702665652,1.3361600311207322,1.355929376431003,10.0,1.0
49,0.9999842172145343,0.9999842172145343,1.3094862451486986e-06,20,4096,2.5e-05,1.0031034916498491,1.0820925432515935,0.01646762054913062,1.3611085554121531,1.336937114676997,1.3562013699286972,10.0,1.0
50,0.9999828167580349,0.9999828167580349,3.881413646366792e-06,20,4096,2.5e-05,0.9998719245569903,1.0756618565413407,0.021417204161289234,1.361106910558967,1.336413765047585,1.3562184190968378,10.0,1.0
55,0.9999826660699227,0.9999826660699227,2.2944761063501085e-06,20,4096,2.5e-05,1.0000295993339436,1.0756151678644121,0.013488484274887023,1.36111063294118,1.336919375986254,1.3558984695602587,10.0,1.0
59,0.9999836259026389,0.9999836259026389,1.3503606084599165e-06,20,4096,2.5e-05,0.9987041929057494,1.0738711628987068,0.03486563509165581,1.3610872063229242,1.3354427280970869,1.3562678200022387,10.0,1.0
60,0.9999829353726324,0.9999829353726324,1.2553583440052848e-06,20,4096,2.5e-05,1.0017142455114278,1.0788530782746142,0.028294135660691333,1.3611083446097831,1.3371031795026191,1.3563539307352894,10.0,1.0
65,0.9999811077012963,0.9999811077012963,5.4339292436729466e-06,20,4096,2.5e-05,0.9972641479643775,1.0701441693505143,0.04011440858449641,1.3611066813031354,1.3355081513127174,1.3564257962827257,10.0,1.0
69,0.9999833032528597,0.9999833032528597,1.1727187697008327e-06,20,4096,2.5e-05,0.9982045419427448,1.0721947879468863,0.031102769639848055,1.3610728296178973,1.3376219825412672,1.356831512759056,10.0,1.0
70,0.9999828627747407,0.9999828627747407,1.8545488848282162e-06,20,4096,2.5e-05,0.9993837941317816,1.0744825128890596,0.007272346342907697,1.361109646520933,1.3359592519395405,1.3562575638031664,10.0,1.0
75,0.9999836374682572,0.9999836374682572,2.072352967976024e-06,20,4096,2.5e-05,1.0003008031052512,1.0760283731759546,0.029172347500688457,1.361085955971785,1.3360300002491974,1.3561208127469309,10.0,1.0
79,0.9999836356655358,0.9999836356655358,2.138188513426058e-06,20,4096,2.5e-05,1.0014388560014724,1.0779968812710994,0.02564071970978526,1.3611077003295968,1.335747009947852,1.3561735270939228,10.0,1.0
80,0.9999834758743387,0.9999834758743387,2.544475139458636e-06,20,4096,2.5e-05,1.0000539622733493,1.0767607336605494,0.02589180618631939,1.3611107887395006,1.3364941864970095,1.3558470562558553,10.0,1.0
85,0.9999817455200136,0.9999817455200136,4.212028361597589e-06,20,4096,2.5e-05,0.9978249964859669,1.0719169897673073,0.01062161687908642,1.3610943355829401,1.3357732186418514,1.3560650305987354,10.0,1.0
89,0.9999815802881338,0.9999815802881338,4.514379061738339e-06,20,4096,2.5e-05,1.0008935477446488,1.0769163240485198,0.027552887061704053,1.3610919322497967,1.3358389244106155,1.3558187179982752,10.0,1.0
90,0.9999836118805364,0.9999836118805364,1.5745622769560284e-06,20,4096,2.5e-05,1.0016070782409232,1.0791335521367031,0.03078876236731939,1.3611010908423264,1.3364937073199972,1.3565856529791964,10.0,1.0
95,0.9999842987019125,0.9999842987019125,2.191070153269211e-06,20,4096,2.5e-05,0.9996529083537607,1.074509522791729,0.021452140429569114,1.3611090411179891,1.3363449356656654,1.3564903524228922,10.0,1.0
99,0.9999821225807841,0.9999821225807841,3.604437986210283e-06,20,4096,2.5e-05,1.0005878407059197,1.0765143513392426,0.012083820880759157,1.361097766750658,1.3364522854734617,1.3561674602683156,10.0,1.0
100,0.9999830125231269,0.9999830125231269,1.5392533308846562e-06,20,4096,2.5e-05,1.0010560918820834,1.0774546967160354,0.026990034268665784,1.3611085023578797,1.335991303087,1.3557732191141054,10.0,1.0
105,0.999983496951909,0.999983496951909,3.183998436600673e-06,20,4096,2.5e-05,1.0011973060010253,1.078482750256445,0.024008367161515217,1.3611034161837972,1.3373662051417339,1.356000029062081,10.0,1.0
109,0.9999829042883583,0.9999829042883583,1.86435828297756e-06,20,4096,2.5e-05,0.9994600552817636,1.0746803978862065,0.01980619033525645,1.3611083101885533,1.336202670443961,1.356219914241113,10.0,1.0
110,0.9999835783619859,0.9999835783619859,2.67220584090804e-06,20,4096,2.5e-05,0.9986377173719694,1.0730458142080812,0.014065808601584184,1.3611040150786304,1.3360584035043006,1.3560455256730561,10.0,1.0
115,0.9999834461426724,0.9999834461426724,1.858444289219665e-06,20,4096,2.5e-05,1.0024351872219175,1.0795365335437874,0.01103201864026424,1.3611018549660656,1.3365410840102792,1.3560921121016052,10.0,1.0
119,0.9999835543956916,0.9999835543956916,1.8662670032540951e-06,20,4096,2.5e-05,0.9990096186667057,1.0734032023595823,0.034403896780153966,1.3610914574746558,1.3359202166093163,1.3563083702411065,10.0,1.0
120,0.9999845248670495,0.9999845248670495,2.28284383102535e-06,20,4096,2.5e-05,1.0001633911985217,1.076419574463022,0.02258369890497888,1.3610957288286192,1.336110180482349,1.356209128012526,10.0,1.0
125,0.9999844610879247,0.9999844610879247,1.185163347169206e-06,20,4096,2.5e-05,0.9983187926422693,1.0728777335380406,0.0308951182443033,1.3610995793330574,1.336550689548647,1.3566458723485804,10.0,1.0
129,0.9999839613343329,0.9999839613343329,2.3003371053076924e-06,20,4096,2.5e-05,1.000216395222051,1.0767644813639163,0.019288351046616393,1.3611053027526456,1.3365500813069084,1.3559611604372521,10.0,1.0
