iter,mmd2,mmd_sigma,mean_l2,num_samples,dist_action_kl,dist_action_tv,action_samples
0,0.05278551805258269,2.3541578557951492,0.7840523726976157,512,0.2553746606666075,0.28815982272910173,64
1,0.04284733221403125,2.3545290050125107,0.6684170891378501,512,0.25537466067888653,0.2998757915206488,64
2,0.04147082046650852,2.3597426653292257,0.6841046787905218,512,0.2553746606851131,0.28661953944582697,64
3,0.03090334526633709,2.3550524912625677,0.5225390543686588,512,0.25537466067623327,0.2974412440890862,64
4,0.01805473992992601,2.3709455052775925,0.3204918767249825,512,0.25537466069119424,0.29316057034490245,64
5,0.02432339867414368,2.3452983987823397,0.3736729653545262,512,0.25537466068566383,0.2830568377336454,64
6,0.027676102549147874,2.3525036403615327,0.49632567706937497,512,0.2553746606862002,0.28979192839730017,64
7,0.03615768433471522,2.34579931122884,0.636098673202821,512,0.255374660695884,0.2910450188403229,64
