iter,mmd2,mmd_sigma,mean_l2,num_samples
0,0.06437985762221576,2.35935393757647,0.8864182630741991,512
1,0.03638746121735248,2.359675755551282,0.5973546651773209,512
2,0.03824615298115286,2.3599754495741885,0.6456851713361684,512
3,0.032826332812996184,2.345202999728695,0.5453108188742317,512
4,0.020349567022197146,2.3673434135851323,0.346025674224485,512
