iter,w_gap,w_sharp_drift,w_sharp_drift_defined,converged,num_iters,batch_size,tol,rho_mean,rho2_mean,rho_min,rho_max,rho_p95,rho_p99,rho_clip,rho_clip_active
5,0.19000381140553352,0.0,0.0,False,2000,4096,1e-07,0.6307410227210068,0.4277725859195708,0.3906341344829023,0.949927857321527,0.8798449366581749,0.9045901040303366,10.0,0.0
9,0.19774907635131964,0.04149503998645001,1.0,False,2000,4096,1e-07,0.6343232909353784,0.43239348260254507,0.3906348540861776,0.9445489470026316,0.8798134598813838,0.9036277595536929,10.0,0.0
10,0.21329227188666122,0.044727690006405474,1.0,False,2000,4096,1e-07,0.6287108509225369,0.4252954209039672,0.39069561788064855,0.9445454422803901,0.8808453664025961,0.9033489281538164,10.0,0.0
15,0.18300853314572993,0.04962508574658507,1.0,False,2000,4096,1e-07,0.6300690047229797,0.4270267215908252,0.39067112288285405,0.9493497823347098,0.8780131100716394,0.9031209151561594,10.0,0.0
19,0.21277542034782185,0.05437361293832636,1.0,False,2000,4096,1e-07,0.6330285591321936,0.4314095834052849,0.3906304659504324,0.9504355497144018,0.8831948413832222,0.9084746321653058,10.0,0.0
20,0.1916585874055905,0.04778630310543212,1.0,False,2000,4096,1e-07,0.6318395221834369,0.42888808523505695,0.39066228888661625,0.9374681900686013,0.8794550715072562,0.9034683281618742,10.0,0.0
25,0.1825611900316025,0.0394513538664644,1.0,False,2000,4096,1e-07,0.6334904883380449,0.4312106529615809,0.3906823597964561,0.960019134282118,0.8750213235068363,0.9078755162491674,10.0,0.0
29,0.18576735419887425,0.03670899777442949,1.0,False,2000,4096,1e-07,0.6271602088761126,0.42369019495004323,0.3906955712449441,0.946435901811406,0.8765609399740538,0.9047059649994911,10.0,0.0
30,0.1820753075581115,0.038895102447240856,1.0,False,2000,4096,1e-07,0.6330121350739759,0.43066835079306,0.390642566428773,0.9375555155453617,0.8811231085039025,0.9046636056232709,10.0,0.0
35,0.18620325114103417,0.03688347949473396,1.0,False,2000,4096,1e-07,0.6282674372295007,0.4244281182192036,0.3907454880708037,0.9368872044632091,0.8804972325703047,0.9060452132058123,10.0,0.0
39,0.1892933321408576,0.03720073439543919,1.0,False,2000,4096,1e-07,0.6313481938796437,0.428562886070714,0.39064661188264116,0.9401688503243615,0.8801673417321946,0.9032373056052047,10.0,0.0
40,0.18758063387810764,0.03612892811202853,1.0,False,2000,4096,1e-07,0.6317797793543694,0.42918136957487757,0.3907627207089771,0.9410379942161404,0.8801087068660718,0.9026433376295558,10.0,0.0
45,0.19289870815950466,0.038060907091168,1.0,False,2000,4096,1e-07,0.634477117226983,0.4321956082846873,0.3906444242483551,0.9405429820231792,0.8773468373864237,0.9039130403294701,10.0,0.0
49,0.20078063455199996,0.04187172474495643,1.0,False,2000,4096,1e-07,0.6339089836769394,0.4328072449299958,0.39070019666651024,0.9508886956024589,0.8833325651083119,0.9109521729636566,10.0,0.0
50,0.195429184725221,0.04110206555419338,1.0,False,2000,4096,1e-07,0.6345437000571348,0.4330569475539172,0.39081912718653394,0.9380689607626576,0.8814791353575633,0.9058213753613207,10.0,0.0
55,0.19310879431073663,0.04296867733819826,1.0,False,2000,4096,1e-07,0.627875281277013,0.42415355800403065,0.3906761201437437,0.9567259950703809,0.8803736859155572,0.9070877715831794,10.0,0.0
59,0.19842584540369598,0.05284908845146739,1.0,False,2000,4096,1e-07,0.6323883562381077,0.42960514449081716,0.39076765569257976,0.9441586002408376,0.8792139119619995,0.9032009935634393,10.0,0.0
60,0.19282703789573594,0.04805070213093045,1.0,False,2000,4096,1e-07,0.6310450801207841,0.4282770366725042,0.39063099297438814,0.9349449211385026,0.878173214989262,0.9071842366095338,10.0,0.0
65,0.18011890308679862,0.046069060898306674,1.0,False,2000,4096,1e-07,0.6264723939267863,0.42233232591340897,0.39084071725318814,0.9379805923536586,0.8769858285908548,0.903603626687835,10.0,0.0
69,0.20048907865791657,0.05029327831713171,1.0,False,2000,4096,1e-07,0.6293929687045923,0.42651330554850686,0.3906739716083714,0.9414284245829484,0.8800555572945985,0.9049890625194944,10.0,0.0
70,0.22009993472883374,0.05182861490040772,1.0,False,2000,4096,1e-07,0.6375736637787418,0.43666450234860477,0.3906402035233273,0.9397101203275559,0.8781862038984529,0.9052780510147892,10.0,0.0
75,0.19414501217993355,0.050376612108540296,1.0,False,2000,4096,1e-07,0.6291423684453131,0.4257288181807448,0.39066570769337133,0.9400719588046378,0.8792697694757449,0.9066624434811879,10.0,0.0
79,0.21003534406746313,0.03875070384888876,1.0,False,2000,4096,1e-07,0.6291028080578367,0.4260334357415785,0.3907145979674639,0.9304503521476646,0.8796611434700332,0.9016978188898126,10.0,0.0
