iter,td_loss,critic_teacher_error,tracking_gap,mean_rho,mean_rho2,mean_rho_raw,mean_rho2_raw,mean_rho_exec,mean_rho2_exec,min_rho,max_rho,p95_rho,p99_rho,p95_rho2,p99_rho2,max_rho2,clip_fraction,mean_abs_a_diff,p95_abs_a_diff,max_abs_a_diff,delta_mean,delta_std,delta_p95,delta_p99,delta_max,w_norm,delta_theta_pi_norm,delta_w_norm,w_norm_contract,theta_pi_norm,theta_mu_norm,tracking_gap_contract,w_dot_wr_over_n,cos_w_wr,action_mean,action_var,dist_action_kl,td_loss_est
0,3.16989709714884e-05,0.03429495092775125,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0006604322735839192,0.005591314709752723,0.006104256436276756,0.012054578949483887,0.016987955411535798,0.9603768983417352,0.0,0.0003590941075467772,0.08488612716404306,0.1635572745496423,0.1635572745496423,0.0,-0.000525073936452866,-0.0383327831749107,-0.005054685588924702,0.040295442619235344,0.0,1.58494854857442e-05
1,0.0003242082854505651,0.034272560390240764,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0041982562852833916,0.01750950969084068,0.008908916226341069,0.02124106355014579,0.024874438752065468,0.9602249738169685,0.0,0.001300051365175276,0.08487269880633168,0.1635572745496423,0.1635572745496423,0.0,-0.0005150184588175221,-0.037604636393226164,0.022813962378685226,0.046911612194107416,0.0,0.00016210414272528254
2,0.00019992803399786912,0.034259857542270775,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016591435973242758,0.014041911426915035,0.008212800618511974,0.010553929473925003,0.019808038172584683,0.9601869989281406,0.0,0.0010313498424850923,0.08486934226865606,0.1635572745496423,0.1635572745496423,0.0,-0.0005089519076105294,-0.037163150242616474,-0.0023264046777708193,0.04002696511877026,0.0,9.996401699893456e-05
3,3.574953043316223e-05,0.034258013778659946,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0017350503081989617,0.005721811851256638,0.007686260347741274,0.011767555969453308,0.015113747923233549,0.9601546428879709,0.0,0.0004747521291419392,0.08486648237172902,0.1635572745496423,0.1635572745496423,0.0,-0.0005082727392867686,-0.03711480874455794,0.006743870033667807,0.04281182189619516,0.0,1.7874765216581115e-05
4,0.0002884356212081151,0.03423606521948502,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.004891895044564304,0.016263609196026638,0.0066480099444224325,0.01994925910418891,0.023928015364746803,0.9599011711029299,0.0,0.0013032933699921965,0.08484407841947376,0.1635572745496423,0.1635572745496423,0.0,-0.0004991995533498933,-0.03646189721445031,0.015450438471968888,0.03889799578188334,0.0,0.00014421781060405754
5,0.00021313501742453947,0.03422154682653537,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0025995914768362086,0.014365832435960683,0.006830075387337057,0.01766286890671856,0.10262312552306978,0.9597743617231734,0.0,0.0008589522779589405,0.08483286994793078,0.1635572745496423,0.1635572745496423,0.0,-0.0004928912664987007,-0.03600589199007697,0.014912805368360479,0.03509251860497499,0.0,0.00010656750871226974
6,0.0002263956984512363,0.03420374248100723,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0031357373937020714,0.014716074525802553,0.008782677575625434,0.011520831385408947,0.02764304097458854,0.9595913480217904,0.0,0.0009992279393737451,0.08481669366926853,0.1635572745496423,0.1635572745496423,0.0,-0.00048536124304263194,-0.03546258310115255,0.005808486719395822,0.037325714242355486,0.0,0.00011319784922561815
7,0.0003597988106864613,0.03417722045846361,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.006571939823478967,0.017793493688509646,0.0066871486208956955,0.009576181894912264,0.011806432702737686,0.9593586594071501,0.0,0.0016379222899253847,0.0847961267071039,0.1635572745496423,0.1635572745496423,0.0,-0.00047384444200048044,-0.03462951322214503,-0.0003913716370000115,0.035114199638849014,0.0,0.00017989940534323065
8,0.0005119598926225339,0.03414000053265966,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0009223048103274486,0.02260772537119515,0.011004546529721904,0.025400293901533335,0.026862811664169966,0.9590150650860285,0.0,0.0021415185929677394,0.08476575697279862,0.1635572745496423,0.1635572745496423,0.0,-0.00045780925377633913,-0.03346961627600157,0.012989131823804697,0.042900957066366235,0.0,0.00025597994631126696
9,0.0002991748230715977,0.03411882651388055,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0028537851093645085,0.01705962290383838,0.009099557212662627,0.015121656255306707,0.01614512765769422,0.9588933399065354,0.0,0.0013975099284556543,0.08475499788531603,0.1635572745496423,0.1635572745496423,0.0,-0.00044813418870259873,-0.03276644851761868,0.025593501230334232,0.049586842188261225,0.0,0.00014958741153579886
