iter,mmd2,mmd_sigma,mean_l2,num_samples,dist_action_kl,dist_action_tv,action_samples,rho_mean,rho2_mean,rho_min,rho_max,rho_p95,rho_p99,rho_clip,rho_clip_active
5,0.02750783740423479,2.3437262054186356,0.5485278977551555,4096,0.6199927415086437,0.3338472118117357,64,0.8803617129920451,1.407124508306353,0.39064763872751374,5.0,2.408343241697458,5.0,5.0,1.0
9,0.021345301437332598,2.3280426568595045,0.46016930772704145,4096,0.619992741508715,0.3338530391174045,64,0.8623388984286187,1.3531858808818222,0.390630602724024,5.0,2.2302146847222954,5.0,5.0,1.0
10,0.05497077378460502,2.3292368572109203,0.8320671516794934,4096,0.6199927415087666,0.33332763015820466,64,0.8519710360705297,1.267483775814028,0.3906801207387932,5.0,2.157115742318001,4.936135101371577,5.0,1.0
15,0.03347474990019017,2.344251600886931,0.6281123667883345,4096,0.619992741508854,0.33345730200013424,64,0.884987381327416,1.4683113402359598,0.3908147171706011,5.0,2.5127843045302063,5.0,5.0,1.0
19,0.026343474191590444,2.3011081604194423,0.5740034650860638,4096,0.6199927415089476,0.33370639087101917,64,0.8720019551447211,1.4027159145730994,0.39064402066741694,5.0,2.297405560226883,5.0,5.0,1.0
20,0.02267855917214434,2.3336810783905904,0.5151020862441725,4096,0.6199927415089175,0.33377653345110253,64,0.8908724475057975,1.4366951595253061,0.3906340470761378,5.0,2.485348476169405,5.0,5.0,1.0
25,0.02912943505710741,2.3724447830652724,0.5899920690930621,4096,0.619992741509187,0.3334136000873446,64,0.8798700761089573,1.3947541148812561,0.39063541844590977,5.0,2.370598858524569,5.0,5.0,1.0
29,0.014487172605028409,2.3382766930214696,0.3021116871571303,4096,0.6199927415095338,0.33320462457323463,64,0.8692503596171512,1.3520726163733747,0.3906424734102992,5.0,2.3219343592493336,5.0,5.0,1.0
30,0.015639058483748247,2.3375634729573105,0.3929686813200684,4096,0.6199927415094673,0.33363555971634484,64,0.8620668556269732,1.3305194538383556,0.3906499919588403,5.0,2.266529640603537,5.0,5.0,1.0
35,0.025555477687770112,2.330981829117094,0.5253609787737421,4096,0.6199927415099962,0.33364450021186315,64,0.891127561167727,1.4624695471372258,0.39072934734650155,5.0,2.489909604413246,5.0,5.0,1.0
39,0.019115672330190847,2.353975286426454,0.42785241148498243,4096,0.619992741510182,0.3338006031310731,64,0.8715316981321082,1.3955944710331445,0.3906625239737289,5.0,2.401889634947322,5.0,5.0,1.0
40,0.023325822729969414,2.333698504674712,0.5047679416060054,4096,0.6199927415099606,0.3332634814636617,64,0.8924438661490663,1.4538191129352493,0.3906968667847758,5.0,2.437440147823538,5.0,5.0,1.0
45,0.018259217086265878,2.347494746961603,0.40172941372090226,4096,0.61999274151111,0.333753529018479,64,0.8850288810276314,1.4601296426179697,0.39072156023696397,5.0,2.3988670954408144,5.0,5.0,1.0
49,0.013799979863978407,2.3139119414540876,0.3644991369395514,4096,0.6199927415109273,0.33311664144958836,64,0.8829640172221748,1.422657775272298,0.3907302585915191,5.0,2.338121052061966,5.0,5.0,1.0
50,0.022622900872519836,2.292132317359039,0.4979522361747703,4096,0.6199927415110104,0.3335122418752394,64,0.8619799470715872,1.3512655524151098,0.3906703447776919,5.0,2.253572921164822,5.0,5.0,1.0
55,0.012310401976343699,2.3363782425641286,0.35349821999935455,4096,0.6199927415118363,0.3335723415272571,64,0.875637208619222,1.4170141711583186,0.3906727879507747,5.0,2.334019179159801,5.0,5.0,1.0
59,0.016531683249208617,2.329372191584663,0.40058188788302174,4096,0.6199927415124822,0.33370905001671247,64,0.8666064592710463,1.3602147173871766,0.3907189279968445,5.0,2.4110606309673575,5.0,5.0,1.0
60,0.028961072915056785,2.331348202269712,0.5407652677586489,4096,0.6199927415127351,0.33313447054203743,64,0.8806066921825937,1.40924185451648,0.3906579329623294,5.0,2.3438035418118597,5.0,5.0,1.0
65,0.0273342933069749,2.3621176215280535,0.5682760503394283,4096,0.6199927415127499,0.3336807946405874,64,0.8741077399606633,1.4013033213682071,0.3906340774864236,5.0,2.4015876560181995,5.0,5.0,1.0
69,0.0245511607882688,2.347163467936542,0.4988793512819709,4096,0.6199927415136139,0.3338743707899401,64,0.8745759766843452,1.3759010160964977,0.3906518857157623,5.0,2.358932828006293,5.0,5.0,1.0
70,0.015944739515569184,2.349740102944164,0.36346798023459737,4096,0.6199927415139495,0.3339591680464932,64,0.8772601792524176,1.40536240040836,0.39069630075414646,5.0,2.4380146054714773,5.0,5.0,1.0
75,0.01638597909797246,2.361319417637777,0.37894701477952036,4096,0.619992741513707,0.33351049120649934,64,0.8861321916700907,1.4498078573890185,0.3906343791331703,5.0,2.430023937734428,5.0,5.0,1.0
79,0.04631094236841016,2.379592144687522,0.7595387460803508,4096,0.6199927415139443,0.33376523479041753,64,0.8804512194617776,1.4185639331771966,0.3906743815894223,5.0,2.3852694256774547,5.0,5.0,1.0
