iter,td_loss,critic_teacher_error,tracking_gap,mean_rho,mean_rho2,mean_rho_raw,mean_rho2_raw,mean_rho_exec,mean_rho2_exec,min_rho,max_rho,p95_rho,p99_rho,p95_rho2,p99_rho2,max_rho2,clip_fraction,mean_abs_a_diff,p95_abs_a_diff,max_abs_a_diff,delta_mean,delta_std,delta_p95,delta_p99,delta_max,w_norm,delta_theta_pi_norm,delta_w_norm,w_norm_contract,theta_pi_norm,theta_mu_norm,tracking_gap_contract,w_dot_wr_over_n,cos_w_wr,action_mean,action_var,dist_action_kl,td_loss_est
0,0.00022983990433662684,0.03557400662931167,0.44834366425230254,0.9682368764286975,1.8560976633501556,0.9682368764286975,1.8560976633501556,0.9682368764286975,1.8560976633501556,0.00013896775624937179,3.089846967752962,2.9819682215996246,3.0608563547228917,8.892154187333745,9.368960562708748,9.547154284132173,0.0,0.0,0.0,0.0,-0.006215577112855997,0.01382774404922103,0.00914867686706384,0.014996097110098323,0.016538828018923736,1.1427080403086807,0.00024741214989930225,0.0011855897065252256,0.10100207552733234,0.1301789795039029,0.7071067811863785,0.6695846953539951,0.00033328055072635073,0.02044872728420593,-0.05487690670662529,0.12515672370535327,0.4769318112341718,0.00011491995216831342
1,0.0001391139668681129,0.03556646494908208,0.44834877357445707,0.8829909418119033,1.5681081786453965,0.8829909418119033,1.5681081786453965,0.8829909418119033,1.5681081786453965,0.00011861691670588749,3.2941642004719225,2.7474346777962,3.1110569469381075,7.548970753315135,9.679014201234331,10.85151777967082,0.0,0.0,0.0,0.0,-0.0025875099298645916,0.011507335018628988,0.007055178682976088,0.011709491590943304,0.014518136943755996,1.1427370341119365,0.000258367039332918,0.0006417622365294055,0.10100463824169416,0.13017518703007283,0.7071067811863785,0.6695885106350444,0.0003373102335944272,0.020695446989655048,-0.0516888315287686,0.13194315437682974,0.47569830003797964,6.955698343405645e-05
2,0.00017263404748187264,0.03556018674632338,0.44833813322291594,0.8355137073726587,1.3477125853934013,0.8355137073726587,1.3477125853934013,0.8355137073726587,1.3477125853934013,0.000191900049026275,3.242552070777037,2.3409895026572,2.870371604365001,5.480277132205728,8.251921933059192,10.51414393170045,0.0,0.0,0.0,0.0,-0.00456265594873802,0.012321372414439804,0.010992104179931577,0.01600106037634121,0.017833911244625515,1.1427278949993107,0.00038125478854940674,0.0006711220171855343,0.1010038304506302,0.13017561170953695,0.7071067811863785,0.6695805651472538,0.0003403677446558493,0.020883205579750513,-0.06301727983746756,0.11872715091405986,0.49632588158412766,8.631702374093632e-05
3,0.00018183641812987594,0.035546659441611034,0.4483262279218607,1.2055547177674322,2.6024863614927995,1.2055547177674322,2.6024863614927995,1.2055547177674322,2.6024863614927995,1.4976419952703941e-05,3.2345704260667443,3.052280757897949,3.226513981411045,9.316724619963841,10.410647161047745,10.4624458411856,0.0,0.0,0.0,0.0,-0.004209328792299064,0.012810853572194088,0.009307402006511905,0.014893852151302386,0.01639341735543505,1.1427709938249557,0.00036346691981163756,0.0013888624036692307,0.10100763988461454,0.13018022202378335,0.7071067811863785,0.6695716749697979,0.00034751617169218095,0.02132099197823735,0.03915625716957423,0.1151485974782962,0.48571452675342464,9.091820906493797e-05
4,0.0003047324010137846,0.03553202179758039,0.44831513195673917,0.8655706204544181,1.5946843724932502,0.8655706204544181,1.5946843724932502,0.8655706204544181,1.5946843724932502,1.646728259291082e-05,3.2483295343496104,2.7125046552795165,2.978794766487292,7.357723816627761,8.874034288565971,10.551644763727957,0.0,0.0,0.0,0.0,-0.005831674926619425,0.016453691639386675,0.007657269553885517,0.016042732076684902,0.07536723850520674,1.1430138610444869,0.0004414977887003776,0.0016642399219715157,0.10102910651684685,0.1301772283697855,0.7071067811863785,0.6695633890504611,0.00035700351797371085,0.0218984106001154,0.042027998409141135,0.15343904536698805,0.4979311379460668,0.0001523662005068923
5,0.0004358060816045875,0.03549129007641026,0.44829841437877704,1.133389309789095,2.1983745233664993,1.133389309789095,2.1983745233664993,1.133389309789095,2.1983745233664993,0.0007563355774983805,3.4962829645854048,2.842602105546134,3.217602994587698,8.080387710485706,10.356741904049185,12.223994568450106,0.0,0.0,0.0,0.0,-0.002447522416870488,0.020731997386250655,0.009330148282487655,0.06381245883157531,0.10145598417992435,1.143011292947982,0.00046474166269861844,0.0020904223034649136,0.10102887952704019,0.13018080296602938,0.7071067811863785,0.6695509049943679,0.0003773464460071816,0.023146287257506625,-0.0015635419493348441,0.10285838721658844,0.5028336666075174,0.00021790304080229376
6,0.00019771493300737273,0.03548623721612575,0.4482927782102287,1.1101726891119499,2.1603804305517476,1.1101726891119499,2.1603804305517476,1.1101726891119499,2.1603804305517476,4.9442759778045165e-05,3.35836372011644,3.0400181963902644,3.225726223411791,9.241930993433769,10.405490655350418,11.278606876594335,0.0,0.0,0.0,0.0,-0.004357041290251272,0.01336903602367868,0.008335886208457658,0.021075040550479134,0.03688618238108443,1.1428922962143908,0.00025447639638290654,0.0007460641986573094,0.1010183616023825,0.13018068389287327,0.7071067811863785,0.6695466960640076,0.00037881031731969064,0.02323849988225276,0.025801015666336687,0.10999396222894756,0.4894546541720897,9.885746650368637e-05
7,0.000244431881129468,0.03547784210705748,0.4482973906380623,1.05563924103205,2.1492649386971987,1.05563924103205,2.1492649386971987,1.05563924103205,2.1492649386971987,6.219262907233001e-06,3.4653340693015195,2.8860290373123685,2.9997101226241947,8.329280012827201,8.998261058344779,12.00854021186183,0.0,0.0,0.0,0.0,-0.0032007895670625275,0.01530316396294739,0.010334729346964316,0.013159079218813834,0.01497034128024014,1.1428853387053266,0.00031784038955768424,0.0006431111382181417,0.10101774663965257,0.1301815759691755,0.7071067811863785,0.6695501404958871,0.00038294574951548753,0.023492335141991394,-0.041397332917135196,0.11338452746056711,0.49157632856138683,0.000122215940564734
8,0.00021967825186120106,0.03547272691530966,0.4482953787950247,1.0298218451662904,2.0238159809566336,1.0298218451662904,2.0238159809566336,1.0298218451662904,2.0238159809566336,8.993300280781984e-07,4.663044339462781,2.807118359193136,3.263741562886679,7.880985711170701,10.652262623563168,21.74398251179588,0.0,0.0,0.0,0.0,-0.0030858745530654313,0.014496745500419888,0.011344540942606169,0.01579107280089967,0.025986536161647006,1.1428170080188043,0.00028561110729070287,0.0005582470461990336,0.10101170700317719,0.13018572522507643,0.7071067811863785,0.6695486381100514,0.0003848932531607393,0.02361321922321535,-0.05212247901819597,0.11965029071188185,0.4975433191145112,0.00010983912593060053
9,0.0003654517602201579,0.035453986130843516,0.4483046676109056,0.9020091038392432,1.7701205608906652,0.9020091038392432,1.7701205608906652,0.9020091038392432,1.7701205608906652,1.6028880629016459e-06,3.568215047739554,2.7927394212662935,3.2877784005630537,7.7993970411254026,10.846800766779005,12.732158626914988,0.0,0.0,0.0,0.0,-0.007842115709816256,0.017434247371596257,0.005422394266833531,0.013413498272209116,0.09723539697478287,1.1428303282562293,0.0003817424607822152,0.0013036400869205914,0.10101288435695348,0.13018907951864722,0.7071067811863785,0.6695555746992967,0.00039438257260157974,0.024195107409279645,0.022423507054390654,0.14979751928232593,0.5072068144211721,0.00018272588011007896
