iter,mmd2,mmd_sigma,mean_l2,num_samples
0,0.05278545895675513,2.3541579488777638,0.7840519994032467,512
1,0.04284736726642224,2.3545288398375877,0.6684174386189262,512
2,0.041470821857723994,2.359742359313982,0.6841044383315681,512
3,0.030903413530691926,2.355050039030769,0.5225393280032788,512
4,0.018054739395543806,2.370946862477209,0.3204931453720982,512
