iter,td_loss,w_norm,tracking_gap,teacher_error,mean_rho,mean_rho2,min_rho,max_rho,p95_rho,p99_rho,p95_rho2,p99_rho2,max_rho2,delta_mean,delta_std,delta_p95,delta_p99,delta_max,stability_proxy,stability_proxy_mean,stability_proxy_std,power_iters,batch_size,stability_probe_step_scale,rho_mean,rho2_mean,rho_min,rho_max,rho_p95,rho_p99,rho_clip,rho_clip_active,w_gap,w_sharp_drift,w_sharp_drift_defined,converged,num_iters,tol,mmd2,mmd_sigma,mean_l2,num_samples,dist_action_kl,dist_action_tv,action_samples,td_loss,td_loss_from_Q,td_loss_from_Q_abs_diff,td_loss_from_Q_rel_diff,cache_batch_size,cache_horizon,cache_valid_t
0.0,2.3663466935039645e-05,9.163368769499584,4.8525160699028956e-14,0.04455254749949271,0.963716823165748,4.829928360127701,0.390693717271885,58.85648163794639,2.4106184178009986,5.977217576206757,5.81109102335053,35.727175909167606,3464.0854307979203,-0.000823649565139663,0.004794274536244757,0.0028589694185641623,0.0059184408174139036,0.016087499978511895,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3663466935039645e-05,,,,,,
1.0,2.3098528645526085e-05,9.163365982630276,1.313405901322081e-13,0.04455231276510059,0.9971954823422783,5.427603452076815,0.3906251005500897,83.1202355384951,2.4718278588854132,7.2254828430051425,6.109939771942351,52.20828287474075,6908.973555974903,-0.0007020162380354692,0.00475454538805348,0.0028602504530963638,0.00581492280260961,0.0242450984136851,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3098528645526085e-05,,,,,,
2.0,2.3204672090371163e-05,9.163367282612866,3.0603631384654784e-12,0.04455193199506332,0.9991920246257134,12.225559525851791,0.39076291064407775,172.44642477315108,2.3057961860798115,5.948894203402707,5.316705834528803,35.389533538747266,29737.769417042055,-0.0009210528994527833,0.004728248475575367,0.002771672420729463,0.006185818218584544,0.01706360994744041,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3204672090371163e-05,,,,,,
3.0,2.3035750621893444e-05,9.163365795903347,3.0418770747998787e-12,0.044551755449230325,0.9716875165278017,6.872633740904305,0.3906631733001883,112.07032911172249,2.3002869887005426,5.869660221775093,5.291327704246451,34.45341321115756,12559.758667209793,-0.0007232233967561019,0.004744754845118767,0.0027016692671195954,0.00602132626409805,0.02004875071513278,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3035750621893444e-05,,,,,,
4.0,2.3719832037958017e-05,9.163363344337526,4.141775537862657e-12,0.04455149283145572,0.9944260073791982,5.3897190345218995,0.3907174237639598,60.76349365545346,2.357615131064383,5.904390724593275,5.558349660003409,34.86287923503427,3692.2021612163326,-0.0007976441464482475,0.004804539088569773,0.002742076465059774,0.006301664382974477,0.032944459173421696,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3719832037958017e-05,,,,,,
5.0,2.313697115129596e-05,9.16336107870172,3.955026023894795e-12,0.044551336993292764,1.005132791133115,9.615412070172592,0.3907607115032798,150.64124582148926,2.490153031008095,7.14826255847667,6.200867310414226,51.09844651877144,22692.784942650356,-0.0007290807122562882,0.00475451495594575,0.0028425141440107065,0.006010338337965523,0.021041080196079132,0.999982246674424,0.999982246674424,2.7576591301695443e-06,20.0,4096.0,6.25e-05,0.9680002096852502,4.1721594463726355,0.3906476373210572,58.33761544146221,2.4083417906553977,6.014037157247544,10.0,0.0,0.24632517471023452,0.0,0.0,nan,2000.0,1e-07,0.02750781487590137,2.343726052902379,0.5485271821178993,4096.0,0.619992741511678,0.3338472134450582,64.0,2.313697115129596e-05,1.139181420978075e-05,1.174515694151521e-05,0.5076358899664071,8.0,200.0,200.0
6.0,2.5225461135676254e-05,9.163357698914837,3.923272067642702e-12,0.0445511330779081,1.0671044788298873,19.0484908920117,0.39071989742177426,172.78138896584542,2.4199082680272634,5.538831609569599,5.855959634501386,30.679001665700916,29853.40837296677,-0.0008170382392850878,0.004955593773829952,0.002750880587365288,0.005805146437359658,0.02714611395421749,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5225461135676254e-05,,,,,,
7.0,2.3545177434253927e-05,9.163355999107463,3.897746671366827e-12,0.04455098147415379,0.9558042682587043,3.496507098960525,0.3906489823449754,48.20300012136733,2.5137037533405513,6.138764396982606,6.318706883828731,37.68489370299281,2323.529220700539,-0.000684601666415666,0.004803800369769212,0.002844334648497779,0.005326961817511585,0.015254660668771465,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3545177434253927e-05,,,,,,
8.0,2.30334216128649e-05,9.163349850550997,5.6614252019094456e-12,0.04455076282613726,1.1025046058637693,42.382017901244325,0.390652525813702,323.7126156714688,2.5294940684126495,7.002662164626795,6.3983456977207895,49.0372922572909,104789.85754486408,-0.0006109947100206924,0.004760263341159986,0.002844190750905754,0.005813650194695578,0.02789519298575415,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.30334216128649e-05,,,,,,
9.0,2.4191637102383785e-05,9.163347262828772,5.666162140080715e-12,0.0445505959163205,0.9460390332042011,4.1605541575763185,0.39064666373372564,70.72680855796705,2.294514624849336,5.704323368328031,5.264801553137856,32.539742395990366,5002.281448795321,-0.0008849971377434585,0.0048382245884797115,0.0026576845514770433,0.007351864188483158,0.025602386254691266,0.9999820091721481,0.9999820091721481,4.978667024958603e-06,20.0,4096.0,6.25e-05,0.9429775592325285,4.052666322267359,0.39063060466487776,68.96068307078916,2.2302183753029263,6.545278372048514,10.0,0.0,0.38659993874232507,0.17905165873854378,1.0,nan,2000.0,1e-07,0.021345278418095415,2.328041090663102,0.4601686502251821,4096.0,0.6199927415132791,0.33385303758516743,64.0,2.4191637102383785e-05,1.2356772957459057e-05,1.1834864144924727e-05,0.4892130323730158,8.0,200.0,200.0
