iter,mmd2,mmd_sigma,mean_l2,num_samples,dist_action_kl,dist_action_tv,action_samples
5,0.012445747498749382,2.3350866200450215,0.3306415615278038,4096,0.6199927415085643,0.3338472119312925,64
9,0.017417191182320657,2.339678044847076,0.41876484378353285,4096,0.6199927415086344,0.33385303980707026,64
10,0.022542920043524317,2.3093229742725714,0.5152127334242057,4096,0.6199927415086681,0.33332763009155775,64
15,0.024657107794044064,2.345557661796615,0.5467873298974832,4096,0.6199927415088269,0.33345730210525704,64
19,0.021472816225747815,2.3291603476628344,0.49078587901276194,4096,0.619992741508915,0.33370639021667986,64
20,0.02530162451214024,2.3309231752069524,0.5509760304513439,4096,0.6199927415089422,0.3337765339071326,64
25,0.06194866710145541,2.369403814800894,0.9257698551972332,4096,0.619992741509032,0.3334136000585103,64
29,0.04948094764203459,2.352033014971022,0.8227091935915931,4096,0.6199927415092291,0.3332046231008881,64
30,0.027543947304614957,2.3549882989997695,0.581834862586578,4096,0.6199927415093074,0.3336355602565914,64
35,0.030811820175310478,2.316210668320596,0.6015258324638975,4096,0.6199927415095293,0.33364449806158303,64
39,0.0518114180697532,2.339905979801628,0.8016013035482459,4096,0.6199927415094226,0.33380060084292,64
40,0.011041576076272985,2.352360299892158,0.26463980528514863,4096,0.6199927415095852,0.333263483161495,64
45,0.012534675554618957,2.3356531049497224,0.26449768563783,4096,0.6199927415098573,0.333753526713757,64
49,0.019107007932303466,2.353168736877144,0.4463789235228865,4096,0.6199927415102207,0.33311664279755737,64
50,0.02721109249984177,2.328221140092828,0.5987968478182769,4096,0.6199927415102275,0.3335122408855578,64
55,0.03473024638161237,2.3453349972160837,0.6612467634483932,4096,0.6199927415108444,0.3335723416271291,64
59,0.02546540604835068,2.3585040436564833,0.5455555034018816,4096,0.6199927415109976,0.33370905008836144,64
60,0.020073875658816687,2.3380692168470296,0.4928538879820824,4096,0.6199927415111026,0.3331344712474903,64
65,0.025720314163018343,2.322589424556652,0.5360199158898352,4096,0.6199927415110975,0.33368079653498756,64
69,0.018973529736642347,2.3510966587912954,0.39791586622975655,4096,0.6199927415117423,0.33387437158175604,64
74,0.02574627209174618,2.3191503157396736,0.527070943212649,4096,0.619992741511003,0.3338748536975985,64
79,0.03142683066581997,2.3717404374537887,0.6243507315845521,4096,0.6199927415116284,0.33376523289714866,64
80,0.0178857085787969,2.2942082748220933,0.4005785824219364,4096,0.6199927415117187,0.33358950530971154,64
85,0.019152645249848055,2.3438725153153848,0.4613472104520519,4096,0.6199927415118864,0.3337931714578573,64
89,0.02833536093528488,2.354485014842608,0.5943586900715495,4096,0.6199927415119894,0.33334149138547275,64
90,0.012775679897579328,2.3302954984078283,0.31757149265946255,4096,0.6199927415118792,0.3335966660178904,64
95,0.01708987692197883,2.338830400389334,0.40953055747249884,4096,0.6199927415122524,0.3334482706506212,64
99,0.01631435761956901,2.3486423930457683,0.41104482203036813,4096,0.6199927415126159,0.3331083286594464,64
100,0.02294353385302772,2.321549500227289,0.509349516156571,4096,0.6199927415122383,0.33355869961674206,64
105,0.0129671796263795,2.3675936365278423,0.37192241847697666,4096,0.6199927415125237,0.3337456224754939,64
109,0.007234761326542993,2.3457950705359174,0.2066018857722072,4096,0.6199927415129104,0.3336513130485099,64
114,0.033065158238756776,2.2846330021814247,0.607069040513707,4096,0.6199927415125968,0.3338264521023702,64
119,0.012110075961097366,2.3451677441304337,0.33474806123949746,4096,0.6199927415135393,0.33426990244680305,64
120,0.017805593764780525,2.315810797115585,0.43898311213469793,4096,0.6199927415131431,0.33348435158567746,64
125,0.012484723030904532,2.3487093929722453,0.34978341123892787,4096,0.6199927415139528,0.33325213157593847,64
129,0.030835579297554983,2.3561911686930257,0.5899960994601936,4096,0.6199927415132834,0.33353487883563354,64
130,0.030523873723352635,2.3534778805321737,0.6053041625277626,4096,0.6199927415128823,0.3332788046096446,64
135,0.017160747696143286,2.339650916381697,0.42008554114765234,4096,0.6199927415143166,0.3337366139930373,64
139,0.04536438903131623,2.3324181464092515,0.7411766398153222,4096,0.6199927415142061,0.3334547178666376,64
140,0.020212757745609933,2.345094813928655,0.4072400991080347,4096,0.6199927415140388,0.3336910256138146,64
145,0.014100544528754977,2.3295695947701827,0.3431597244290828,4096,0.6199927415138928,0.33357514568049,64
149,0.011306081068916507,2.329807363608497,0.23309651814217908,4096,0.6199927415139745,0.33323868777955595,64
154,0.04814418587165026,2.307300671250228,0.78418232066641,4096,0.6199927415148093,0.3332188229665812,64
159,0.016217476366306216,2.3528466445100924,0.3703690456429668,4096,0.6199927415143593,0.333650487248085,64
160,0.03928473974354407,2.368762025636383,0.6769731471788595,4096,0.6199927415148567,0.3336252918028792,64
165,0.0204862238868313,2.365065682702692,0.49928543870016723,4096,0.6199927415148628,0.33379634400476343,64
