iter,w_gap,w_sharp_drift,w_sharp_drift_defined,converged,num_iters,batch_size,tol,rho_mean,rho2_mean,rho_min,rho_max,rho_p95,rho_p99,rho_clip,rho_clip_active
5,0.030304078792761428,0.0,0.0,False,2000,4096,1e-07,1.0008126700198043,1.0761358279634665,0.0321586602347492,1.3624936060638402,1.337406410658795,1.356665139008214,10.0,1.0
9,0.029685574167617836,0.005513773553756852,1.0,False,2000,4096,1e-07,0.9929369125316958,1.062965372440151,0.05202657708487357,1.3619732759379495,1.331658533928526,1.357180252513595,10.0,1.0
10,0.029440593679412257,0.00525290168051577,1.0,False,2000,4096,1e-07,1.00453456042656,1.0828443958372787,0.0627660974201892,1.3614094864982358,1.3360384309653586,1.3562749062025963,10.0,1.0
15,0.028888379900365725,0.005163053763215753,1.0,False,2000,4096,1e-07,1.000961101889542,1.0774556629709866,0.05374706446408434,1.3626151958873345,1.3380085561427555,1.3581370934826889,10.0,1.0
19,0.030823275122667894,0.005788122696830551,1.0,False,2000,4096,1e-07,0.9966648121001509,1.0705907727030866,0.04151304877894365,1.3616549468317827,1.3350298305224837,1.3558322751049274,10.0,1.0
20,0.03188167366716044,0.005957726794406655,1.0,False,2000,4096,1e-07,0.9979910923443934,1.071829965178082,0.01938717998150601,1.3627870976341507,1.334900719364995,1.3560494769361593,10.0,1.0
25,0.03153417277183747,0.005627778379605189,1.0,False,2000,4096,1e-07,0.9943570918414738,1.0658594846461407,0.02453815760755951,1.3623071825197746,1.3347283212260121,1.3567343088154689,10.0,1.0
29,0.026205483230214904,0.007582829191817211,1.0,False,2000,4096,1e-07,1.0052582092028,1.0858906742572603,0.06371976907809798,1.3629230496195788,1.3382905882218876,1.357907366687543,10.0,1.0
30,0.02965278754136795,0.006647886178050933,1.0,False,2000,4096,1e-07,0.997097077660583,1.0691417960055118,0.026198512112092658,1.3616167995955757,1.3354868412351766,1.3572081663432825,10.0,1.0
35,0.02488089978783856,0.007114836917004446,1.0,False,2000,4096,1e-07,1.003137184325742,1.0816322628910346,0.07176484822997964,1.362074105038738,1.3384946608200379,1.3571636594763934,10.0,1.0
39,0.03173939234994741,0.009115774436075613,1.0,False,2000,4096,1e-07,0.9981622777541915,1.0720832705943022,0.0833535645712882,1.3616682970033755,1.3383747248038727,1.3561919341430606,10.0,1.0
40,0.03226194781383451,0.005626453716463769,1.0,False,2000,4096,1e-07,0.9967297831830663,1.0703761922576047,0.03320777485460345,1.362255697050027,1.3359121522474409,1.3559910632063985,10.0,1.0
45,0.028177309910168046,0.007000085709631319,1.0,False,2000,4096,1e-07,0.9930473626716381,1.0622498005854712,0.04215014921543343,1.3624554622877187,1.3335030354022757,1.3563693255461964,10.0,1.0
49,0.027158828493214045,0.005199422526131656,1.0,False,2000,4096,1e-07,0.994796687709417,1.0670045831249757,0.07848387666268396,1.3615924035223697,1.3357133203576765,1.3568165109214954,10.0,1.0
50,0.02907549563435363,0.005638454477299234,1.0,False,2000,4096,1e-07,0.9932755608324169,1.0636160191288544,0.08488053016784768,1.3632308240463276,1.335957667716523,1.3562096374749315,10.0,1.0
55,0.02824429522845903,0.0058277624701281805,1.0,False,2000,4096,1e-07,1.0028729616466587,1.0799030834661378,0.059056841784740965,1.3615137641081396,1.3366398482870518,1.3563948142162163,10.0,1.0
59,0.030318447342358484,0.006581508022337998,1.0,False,2000,4096,1e-07,0.9940906553161147,1.065372352337173,0.08531849777760457,1.3613445703125617,1.3349035442921124,1.355489229617108,10.0,1.0
60,0.02928130460550607,0.005842889299594817,1.0,False,2000,4096,1e-07,0.9998239760956354,1.0752287116119184,0.05018984952596273,1.361747439669933,1.3372912386439233,1.3568381697785965,10.0,1.0
65,0.03270628635172771,0.006578248712796331,1.0,False,2000,4096,1e-07,1.0066144889056163,1.0874966259587273,0.0845011929849315,1.3611466955511569,1.3388593772477841,1.3565604870456163,10.0,1.0
69,0.02642240767404064,0.008512270593509008,1.0,False,2000,4096,1e-07,0.9998847599135277,1.0769347698826643,0.03417000351499577,1.361623334095171,1.3348384576163808,1.3557292176127402,10.0,1.0
70,0.02556138828059476,0.005705693870684964,1.0,False,2000,4096,1e-07,0.9911156937579915,1.0576518261166439,0.06767413806844266,1.3618808325646579,1.3339400418606242,1.3574452546682854,10.0,1.0
75,0.030400769235402286,0.007940256405670153,1.0,False,2000,4096,1e-07,1.002782046238964,1.0792250546879019,0.05396881439949457,1.3616419410208287,1.3340055897369292,1.3559144435007988,10.0,1.0
79,0.0260765904345324,0.007019889597441995,1.0,False,2000,4096,1e-07,0.9998143548553875,1.077045255356326,0.05310362124488362,1.3619074926136077,1.3393727838415088,1.3565990698369959,10.0,1.0
80,0.030447529405223512,0.007055106589525848,1.0,False,2000,4096,1e-07,1.0027636042383428,1.0789506839596985,0.039794386134550115,1.3617701624433356,1.333611986843999,1.35509809785884,10.0,1.0
85,0.028420526702655886,0.006049378025653888,1.0,False,2000,4096,1e-07,1.00202786998949,1.0764216153016344,0.07197461192176112,1.3617057335625113,1.336369731632475,1.3567676203181813,10.0,1.0
89,0.030439446839451396,0.006260207888885297,1.0,False,2000,4096,1e-07,0.9923967538692142,1.0627425605485965,0.0368887590320047,1.361089008124732,1.3386729265165185,1.3565661439393606,10.0,1.0
90,0.030898889514539833,0.005516833598815367,1.0,False,2000,4096,1e-07,1.006754277400121,1.0883001658757632,0.0742069143996204,1.3614609113500116,1.3367087596683533,1.3573734007107023,10.0,1.0
95,0.030193379252608916,0.005663892916013967,1.0,False,2000,4096,1e-07,1.0072443146602899,1.08895311033013,0.062411669682033655,1.3614069257390575,1.3380654262031961,1.3576302063726333,10.0,1.0
99,0.02947679803932455,0.005348289642889168,1.0,False,2000,4096,1e-07,0.9962699597357187,1.06985595334719,0.051932869547236755,1.3612141881452409,1.3348987692329912,1.356298409162164,10.0,1.0
100,0.03029172741953963,0.00562332031717871,1.0,False,2000,4096,1e-07,1.0048855607746356,1.0841643309255173,0.026964550519332508,1.361894588731277,1.3376164648184188,1.3567066246558923,10.0,1.0
