iter,mmd2,mmd_sigma,mean_l2,num_samples
0,0.05278551805258269,2.3541578557951492,0.7840523726976157,512
1,0.04284733221403125,2.3545290050125107,0.6684170891378501,512
2,0.04147082046650852,2.3597426653292257,0.6841046787905218,512
3,0.03090334526633709,2.3550524912625677,0.5225390543686588,512
4,0.01805473992992601,2.3709455052775925,0.3204918767249825,512
5,0.02432339867414368,2.3452983987823397,0.3736729653545262,512
6,0.027676102549147874,2.3525036403615327,0.49632567706937497,512
7,0.03615768433471522,2.34579931122884,0.636098673202821,512
