iter,td_loss,critic_teacher_error,tracking_gap,mean_rho,mean_rho2,mean_rho_raw,mean_rho2_raw,mean_rho_exec,mean_rho2_exec,min_rho,max_rho,p95_rho,p99_rho,p95_rho2,p99_rho2,max_rho2,clip_fraction,mean_abs_a_diff,p95_abs_a_diff,max_abs_a_diff,delta_mean,delta_std,delta_p95,delta_p99,delta_max,w_norm,delta_theta_pi_norm,delta_w_norm,fixed_point_gap,fixed_point_drift,fixed_point_drift_defined,stability_proxy,dist_mmd2,dist_mean_l2,dist_action_kl,dist_action_tv,td_loss_from_Q,td_loss_from_Q_abs_diff,td_loss_from_Q_rel_diff
0,2.404629112467355e-05,0.013992522947784553,0.07291933664151926,1.002441484630218,1.0825823724295047,1.002441484630218,1.0825823724295047,1.002441484630218,1.0825823724295047,0.08162508576739759,1.3987691260872364,1.3435969289833085,1.3631312971173168,1.805252707664748,1.8581269337561412,1.956555068094851,0.0,0.0,0.0,0.0,-0.0008243468862764997,0.004833915942148745,0.003025109878763132,0.007315537204380628,0.023569137634722136,4.530369215632146,4.630664199761212e-06,5.4883857019076016e-05,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
1,2.65039643625705e-05,0.013992438712678353,0.07219196670618241,0.999985768225476,1.0765273739596568,0.999985768225476,1.0765273739596568,0.999985768225476,1.0765273739596568,0.05218504108718257,1.3687763939297934,1.3344260757890347,1.3575468226760692,1.780692952556691,1.8429333758208863,1.8735488165794492,0.0,0.0,0.0,0.0,-0.0009120420106749876,0.005066768569150798,0.0028562531674065795,0.006827089394261661,0.022651108683346244,4.530365049019752,6.588647246572788e-06,5.864703051810494e-05,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
2,2.6594899659743448e-05,0.013992353389793256,0.07147185439108668,1.0007373030073967,1.076937724769008,1.0007373030073967,1.076937724769008,1.0007373030073967,1.076937724769008,0.043347751250316105,1.3666045881668207,1.3396070147218104,1.358070372772961,1.7945469541353403,1.84435513740374,1.8676081003986058,0.0,0.0,0.0,0.0,-0.0010020853376335643,0.005058727570826806,0.0031300490515097836,0.007258618682301271,0.01963302024221455,4.530360425262204,5.384827796343173e-06,6.155041534133598e-05,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
3,2.6206690210455968e-05,0.013992271883695687,0.07075892556734362,1.0045498959898365,1.0846155525388028,1.0045498959898365,1.0846155525388028,1.0045498959898365,1.0846155525388028,0.04786845840818709,1.3663415100971006,1.3387617125464992,1.3579026271218546,1.7922829232513067,1.8438995449635263,1.8668891222144253,0.0,0.0,0.0,0.0,-0.0009354209870706612,0.005033058492348734,0.0030021980934349496,0.007605708622064835,0.02335736671618969,4.530356063018882,4.897116344939162e-06,5.655867731517436e-05,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
4,2.749355716124605e-05,0.013992186947653248,0.07005310897570374,0.9955908145607291,1.0682614101260681,0.9955908145607291,1.0682614101260681,0.9955908145607291,1.0682614101260681,0.07659813016755108,1.3686424701890847,1.3370406940063688,1.358904303276527,1.7876778174299122,1.846620905536587,1.8731822112052796,0.0,0.0,0.0,0.0,-0.0009575963398397311,0.005155246493735445,0.002828063120347296,0.007839641096820347,0.025245107272846748,4.530351753992237,4.840041243724993e-06,5.924073284660611e-05,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
5,2.9738044936043197e-05,0.013992096264917729,0.06935433206959547,0.9954701753023817,1.0682144185860691,0.9954701753023817,1.0682144185860691,0.9954701753023817,1.0682144185860691,0.03841881141947766,1.3699215120823218,1.3311858502732794,1.3574377555570574,1.7720557679833626,1.8426372617807891,1.876684949265915,0.0,0.0,0.0,0.0,-0.0010797583303278448,0.005345293900631734,0.003121739280980868,0.007596788989899469,0.02384219250948388,4.530347170047568,4.0955339793289305e-06,6.45961295062787e-05,0.030548583799994616,0.0,0.0,0.9999834386843401,0.008139530262845307,0.3047946411970208,0.04337297227353566,0.11328746372247246,1.3198088996287322e-05,1.6539955939755873e-05,0.5561884103453305
6,2.648696628627974e-05,0.013992013596617614,0.06866252757056339,0.9984266205437909,1.0724948606706226,0.9984266205437909,1.0724948606706226,0.9984266205437909,1.0724948606706226,0.03608378818585283,1.3671854646651003,1.338392028756606,1.3581775533222438,1.7912932226933822,1.8446462663541308,1.869196094791526,0.0,0.0,0.0,0.0,-0.000960187052722254,0.005056185035188516,0.0028943574703834923,0.007800973277771292,0.021635859661150166,4.530342944590567,6.862475366918314e-06,5.89103771568567e-05,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
7,2.4763135919939773e-05,0.013991937240480975,0.06797762056777741,1.0055994365829966,1.0862137643754126,1.0055994365829966,1.0862137643754126,1.0055994365829966,1.0862137643754126,0.08214571761035831,1.366723829477455,1.3396196816868398,1.3572217752435483,1.7945808915847816,1.8420509473875977,1.8679340260615196,0.0,0.0,0.0,0.0,-0.000941966996182908,0.004886290423014366,0.002939589642166005,0.007447800128683551,0.020295483172876088,4.530339091041227,4.54137813070134e-06,5.497662302523473e-05,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
8,3.1425439248228235e-05,0.013991839219936592,0.06729954281477375,1.0023507644369056,1.0803616305838188,1.0023507644369056,1.0803616305838188,1.0023507644369056,1.0803616305838188,0.030145627170582456,1.3660301065017009,1.337465796009086,1.3580822527028729,1.7888147582061287,1.8443874055564276,1.8660382518690481,0.0,0.0,0.0,0.0,-0.0010927491762809831,0.005498303236996434,0.0029292521835110213,0.007520591092171748,0.023973913456753752,4.53033416631981,7.455859139725677e-06,6.922741095358501e-05,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
9,2.6813785925015177e-05,0.01399175363268228,0.06662823652263394,1.0000132512936997,1.0732889318248564,1.0000132512936997,1.0732889318248564,1.0000132512936997,1.0732889318248564,0.06087269276996253,1.366472963236995,1.3385452885361642,1.3593550965808041,1.7917034979437274,1.84784628148978,1.8672483592576938,0.0,0.0,0.0,0.0,-0.0009481102642788949,0.005090665266130173,0.002909071837474056,0.008375651939981417,0.023492828892902183,4.530329942656908,5.237272391538408e-06,5.574767439847025e-05,0.02977867440476302,0.005690331150577044,1.0,0.9999843090890784,0.014054239205435581,0.4016447005648774,0.0433847097366803,0.11350164443398314,1.1955450656313334e-05,1.4858335268701843e-05,0.5541304502934877
