iter,td_loss_est,cos_w_wr,w_dot_wr_over_n,w_norm,theta_pi_norm,theta_mu_norm,tracking_gap,mean_rho2,p95_rho2,action_mean,action_var,dist_action_kl
0,6.286725704368013e-05,-0.11869244870334578,-0.0019781366138229284,0.10328084984052362,0.14170307808379404,0.14170573169051726,4.0887356597561806e-05,1.0,1.0,-0.0011084188449249268,0.044719994027469456,4.271198363510938e-09
1,0.00018830375174141731,-0.11819837692332859,-0.00196911186360645,0.10323940356541217,0.14170381619591768,0.1417053444512414,6.852760658282865e-05,1.000011960401598,1.0001824580608627,-0.02081953730454984,0.040347061994708555,1.3145001526160272e-08
2,0.00021357294789376026,-0.11757752192541353,-0.0019580314696444447,0.10320054145696038,0.14168454452794374,0.14170117557082434,0.00010178999088739091,0.9999961307328431,1.0004967102218862,-0.008826236363199779,0.041863678564805884,2.549158648797641e-08
3,7.069571393291066e-05,-0.11734405879927061,-0.001953971819400146,0.10319147045802421,0.14167932493005073,0.14169679688590883,0.00010002646354160218,0.9999489484155487,1.0004328707030754,0.005381983134386148,0.03541492149125523,1.5553025724720134e-08
4,8.241429070339975e-05,-0.11706157740840699,-0.0019490951195411787,0.1031823163454681,0.1416847605518637,0.14169438033875245,0.00010301700746429973,1.0000144853588053,1.0006151831010246,-0.007405637310239495,0.033309323569172766,2.0003600971948052e-08
5,0.00011286111861146867,-0.11679014220469972,-0.0019440418148470226,0.10315398874101048,0.14167897241511684,0.1416912858409613,0.00012161121861763297,0.999974930643464,1.0004959886779783,0.004459166724602151,0.03974062246268387,3.129130840366183e-08
6,7.113080019488746e-05,-0.11654771840614511,-0.001939853514363192,0.10314585282886177,0.1416834677089353,0.14168971454308701,9.346050080241004e-05,1.0000449260146305,1.0007873426368104,0.00333983563675043,0.04218841704121285,1.7605873451712974e-08
7,0.00012185062028244769,-0.11614702237314717,-0.0019328860181775786,0.10312994240512446,0.14168376629902224,0.14168851722279607,9.337198286051232e-05,0.9999959169545605,1.0004492084612495,-0.007590316256669807,0.03743482100519527,1.72300349173445e-08
8,0.00014023465732938747,-0.11571106474453288,-0.0019252238959192713,0.10310814288460049,0.14167229589701,0.141685264307712,9.986461734387808e-05,1.0000021519922155,1.0005180514465264,0.016395782874576187,0.03784779048368478,2.342543309145443e-08
9,0.00015094607725320674,-0.1151501588231734,-0.001915687880137059,0.10309718833686383,0.1416690239749959,0.14168200600228784,0.0001085086215657117,1.0000157912926564,1.0006246155001772,0.0140097528373225,0.04135625170769397,2.105063452069918e-08
10,0.00010854577084783607,-0.11475894900778605,-0.001909002842805075,0.10308764631637378,0.14167202514981808,0.14168000048124826,0.0001032571447994046,1.000026321184124,1.0004690006579247,0.000761028486789318,0.03600810979099213,2.023270749644072e-08
11,0.00019155491930021603,-0.11420699461047906,-0.0018991613192479372,0.10305184325460334,0.14168540254474,0.1416810668800244,0.00012610605477904953,0.9999850263071934,1.0005744731332982,0.016408967531271204,0.03797690053081249,4.914492063856635e-08
12,9.049745969674535e-05,-0.1142030514839245,-0.0018981369244428156,0.10299981397135069,0.14168529929517393,0.1416818953695805,0.00014285048694353774,1.000022628027829,1.0007338782672128,-0.019298734796382586,0.04339036445825509,5.86890020063772e-08
13,0.00013002722326134236,-0.11375042103821002,-0.0018903624777693898,0.1029861176549871,0.14169253891076924,0.14168400980516047,0.0001274761244426436,0.9999175749565874,1.0010782501681919,-0.0002082335829403769,0.03966609729251848,5.292321624087807e-08
14,0.0001455581198152278,-0.11323959407321091,-0.0018816030102525886,0.10297132624202517,0.14169256877059389,0.14168571469445568,8.872560492764743e-05,0.9999901780058545,1.0011917113019284,0.010358939869167444,0.04592735745161426,1.4761065329308802e-08
15,9.008327940682226e-05,-0.11305417794038074,-0.0018780277141554923,0.10294422573312614,0.14167174544282807,0.14168291781364684,5.966432277175255e-05,1.0000954180253943,1.0007379998245096,-0.0025587902262830748,0.04045338450690715,3.800698061828811e-09
16,0.00017556072115070058,-0.11238602031750289,-0.0018667332779448444,0.102933463928655,0.14167394125061578,0.14168111968175928,5.6983172038144465e-05,1.000001586153735,1.0002543673156854,-0.00233564643333033,0.03278829141015906,5.566852227338141e-09
17,0.0002471670932204025,-0.11145897274784318,-0.0018510285167370436,0.10291642327404742,0.1416572845504996,0.14167634678519248,8.376795870853155e-05,1.0000127917122859,1.0002291011806896,0.0030968403511337046,0.039424811976073476,1.3183695711053527e-08
18,0.00010224249456396055,-0.11132329506798648,-0.0018480371724444457,0.10287533468270538,0.1416619300732658,0.14167345950603769,6.778572604346064e-05,0.9999922787941522,1.000288041306368,0.0015828816089821715,0.03653086712110598,4.533783322842784e-09
19,0.00012188042080430926,-0.1111076499520558,-0.001843711567372844,0.10283373964524058,0.14166408833357835,0.1416715787476884,8.631434236084177e-05,0.9999813571987928,1.0002498509073812,0.002998070922102144,0.03607231608572725,1.7514021331358856e-08
20,0.0001915932887975703,-0.11041953845381428,-0.0018319810444466411,0.1028162261860717,0.1416426031253434,0.14166576991000182,0.00012680254126958888,0.9999511858237405,1.0005842214369296,0.014536547122481489,0.043759551582444406,4.5589840428720646e-08
21,0.00014828859859731755,-0.11005733824237743,-0.0018253141290803967,0.10277919728535427,0.14165877260754123,0.14166435789923057,0.00011939327603090496,0.9999657111742845,1.0006243726949662,-0.019019898112219574,0.038153373638072585,3.1945893944988293e-08
22,0.00012232620769423472,-0.109648224261454,-0.00181825586813782,0.10276376473578215,0.14165944254301244,0.14166336489388287,0.00010617839786134566,1.0000173150489335,1.0005266639063908,-0.015256920926352724,0.040910765816902284,1.210012880448197e-08
23,0.00018665725877603108,-0.10911792372020733,-0.0018088199156021747,0.10272729404097526,0.14164685518129513,0.14166005590062292,9.03599130416882e-05,0.9999693150189463,1.0004913473161632,-0.028233680299068486,0.03742170020802704,8.568755630970296e-09
24,0.00015888572230898356,-0.10867855843724183,-0.001800961946021551,0.10269452212673658,0.14165293286365174,0.14165862307944874,9.664830268346235e-05,1.000007080830912,1.000563100982222,0.02008347420097247,0.034922093684142126,1.1135310521807422e-08
25,0.00020040901221041885,-0.10813418437283212,-0.0017911944295759504,0.10265174399947344,0.1416489853193413,0.1416566880689034,9.225966530412285e-05,0.9999961178034086,1.0004571985721296,0.0022070386608733007,0.03639236516396276,1.0244456309186726e-08
26,0.00017067329645734455,-0.10756344819817981,-0.0017813642655561822,0.10263007139376729,0.14165413109271952,0.14165617080659373,8.156617681670826e-05,1.0000228214260614,1.0004978303622114,0.004661852574726714,0.031263341956107575,1.2481647369370446e-08
27,0.00014947576523394117,-0.1069908434153197,-0.0017717260447919546,0.10262107728031737,0.14167809070886547,0.1416605454827733,0.0001041724438274732,1.0000015494067775,1.0005131682460238,0.037012712630476466,0.04092384606296723,3.029792891943532e-08
28,4.041456072762677e-05,-0.10695914534792628,-0.0017708657709180587,0.1026016465887769,0.14167726542095443,0.14166387978457085,0.00010562189312137659,0.9999836165290685,1.0003541166232433,0.013306608921734216,0.04198599491455971,2.0710281474952316e-08
29,0.00011383271021206325,-0.10667439156523022,-0.0017656729104641774,0.10257385802380589,0.14167911748161957,0.1416669194508522,9.524439599811387e-05,0.9999803408601908,1.0003765351831662,0.023887152812169077,0.038669979405604626,1.2219104104464289e-08
30,6.656830120418437e-05,-0.10652387185146368,-0.0017628639714602214,0.10255538505397963,0.14167559666279628,0.14166864786319952,8.953033097441205e-05,0.9999753848829234,1.0003908368879502,0.01049951905253066,0.04065572808831711,8.132412684010622e-09
31,0.0001454723052997906,-0.10604650966154404,-0.001754623430044155,0.10253547705882592,0.14166124625873583,0.14166715851948994,0.00010129637953871141,0.9999959388174653,1.0004165744265179,-0.01480909808998748,0.038038641482721264,1.4472706475846901e-08
32,0.00018049938572631876,-0.10544282675654806,-0.0017442409599672474,0.10251231749208696,0.14163764897212394,0.14166124804707933,0.00010129961545330564,1.0000603615786052,1.0006616474093508,-0.005541163200783038,0.03808549661501921,1.7283584942869485e-08
33,0.00019252017739814197,-0.10486961264794362,-0.0017341755826099493,0.10247785210855707,0.14162982660764575,0.1416549569328742,9.14753043437804e-05,1.0000035978107729,1.000551956603222,-0.009609544272491905,0.044027489175308784,1.1820886131053143e-08
34,0.0002130128380357461,-0.10412473545584659,-0.0017214739576853714,0.10245499988276625,0.1416102086294439,0.1416459962750078,0.00011723137750729752,0.999967837455552,1.000438171330823,0.0006272770433403347,0.04282569838368402,1.8689376701797045e-08
35,0.0001475414035833149,-0.10352520984068891,-0.001711490428237104,0.102450708524007,0.1416196792170659,0.14164072231521455,0.00011133597490810248,1.0000276948016764,1.0005764903256351,-0.014466956896867986,0.0417604079071996,3.346860856974961e-08
36,6.444051432351089e-05,-0.10326862125584642,-0.0017072048255212296,0.10244808903999704,0.14161872039787363,0.14163631533652604,8.822015534773037e-05,0.999973859017862,1.0007000139868343,-0.037442457903200124,0.041129558808833816,1.029229636702785e-08
