iter,w_gap,w_sharp_drift,converged,num_iters,batch_size,tol
0,0.02498872024262341,nan,False,200,512,1e-06
1,0.026809323500101703,0.01981642587256878,False,200,512,1e-06
2,0.01602360681152295,0.021203695180748317,False,200,512,1e-06
3,0.020925476250861684,0.017799565176327872,False,200,512,1e-06
4,0.021609702482695052,0.017212815664483072,False,200,512,1e-06
