iter,td_loss_est,cos_w_wr,w_dot_wr_over_n,w_norm,theta_pi_norm,theta_mu_norm,tracking_gap,mean_rho2,p95_rho2,action_mean,action_var,dist_action_kl
0,1.779658701686145e-05,0.0021184217842507022,3.396453792799158e-05,0.09935732441640212,0.14465947879639265,0.7071067811863745,0.6833139652062888,1.730701067414644,7.668769611646417,-0.005516791984862471,0.14702734406741735,0.5006347786510941
1,7.365922336405618e-05,0.002735090365653007,4.385032937316796e-05,0.09935455697888734,0.1446349348896008,0.6403682209752051,0.6149668381587292,2.0604470066447114,7.913888298287073,-0.015884853739011592,0.1141985628650734,0.4773504012886914
2,0.00018602166774187107,0.003439713355760888,5.5147983594123215e-05,0.09935597650305218,0.14464410002769124,0.5806200472841531,0.5534724777749627,2.0143598060728607,8.30827132344319,-0.03233699890317411,0.12921583366062445,0.48631473962024274
3,0.00012703944525122265,0.004569471066448795,7.327429982166719e-05,0.099373905070112,0.14464651201748976,0.5271917421183461,0.4981156832220757,2.1428662097421904,8.421675782260458,0.0017405948604686614,0.12325111732395998,0.4733013595191951
4,8.452569700769045e-05,0.005208577067446165,8.349588712054407e-05,0.09934193154857654,0.14463494508446978,0.47947829385927065,0.44830191726541413,1.833523703827059,6.547113378486467,-0.015576195412212973,0.12029927507864424,0.47533050961964174
5,0.0001565875752210093,0.005967440905319452,9.566251216900582e-05,0.09934368506060764,0.14462615286255665,0.43693653303693203,0.40347077248226154,1.6815216836474969,6.420688440667283,0.010539215937035155,0.1242063898000659,0.4583532189891237
6,0.0001283702333895159,0.006906011251852094,0.00011071536237065686,0.09934984989717618,0.14464440395464095,0.39907740466186303,0.36313145504062766,1.4995883144631401,7.234524845622837,0.01326800715609841,0.12691568745630444,0.45974772138822495
7,6.445190649582202e-05,0.00698554742322561,0.00011199488961679302,0.09935377472118828,0.14464350970863088,0.3654600552136372,0.32681581905456625,2.0089969643845706,7.877578796727711,-0.027686758618251553,0.13346549469028735,0.46109755124227997
8,0.0001208256073995669,0.008013601444280745,0.00012847043086117605,0.09934866889736006,0.14465126875481915,0.3356861697812833,0.29412458279613046,1.7836349734860064,7.72650093591423,0.015732205609196574,0.12029088605886315,0.4590345861315781
9,0.00010450546140925095,0.008159981428824212,0.00013081238384647165,0.09934506557562599,0.14465136141886287,0.30939231902974135,0.26470607883189534,1.697996275413515,6.340305550059887,0.022329004516973908,0.13289809963554974,0.45613774104037846
10,0.00010880379344537366,0.008464383004596761,0.0001357024080665839,0.09935251354765885,0.14465126892903962,0.2862466499373984,0.2382404385139556,1.5667104330013257,6.757140154562069,0.007705082864484413,0.1262680117239167,0.45280865545730725
11,7.982880500736983e-05,0.008573235344217498,0.00013745252105804245,0.09935610896914858,0.14465206447519208,0.26594696532724427,0.21441215857178908,1.59365048268564,6.461271447841996,-0.0053110368135291025,0.11930272369199574,0.4499895328157484
12,0.00015304364909026654,0.009314558613447781,0.0001493370542689418,0.09935549962100923,0.144663636503592,0.24821420338151193,0.19296963461066222,1.5615697797074866,7.080281766213042,0.0027464844032728565,0.1307116762446806,0.44897823767467365
13,0.00011182235996097681,0.009641406371721528,0.00015457333272947112,0.0993529561612169,0.14465597291190094,0.2327882794016952,0.17367418739278723,2.0093497374612217,7.259055379484668,-0.026062461265585694,0.11611939633814392,0.4486386183422276
14,7.983512829127314e-05,0.009886921265748416,0.00015851711820560042,0.0993577398478107,0.14466949391945141,0.21942997257919308,0.1563100218986748,1.8105737831351578,7.502414447983642,0.012984322659286708,0.12169676595443225,0.4486858491462505
