iter,w_gap,w_sharp_drift,converged,num_iters,batch_size,tol
0,0.024988720242623413,nan,False,200,512,1e-06
1,0.026809323500101696,0.019816425872568783,False,200,512,1e-06
2,0.01602360681152295,0.021203695180748317,False,200,512,1e-06
3,0.020925476250861684,0.017799565176327865,False,200,512,1e-06
4,0.02160970248269506,0.017212815664483072,False,200,512,1e-06
5,0.018573129806626783,0.017962410142945532,False,200,512,1e-06
6,0.0233060421998501,0.018866189655030178,False,200,512,1e-06
7,0.029224662734367277,0.02569435520355139,False,200,512,1e-06
