iter,td_loss,td_loss_from_Q,td_loss_from_Q_abs_diff,td_loss_from_Q_rel_diff,cache_batch_size,cache_horizon,cache_valid_t
85,1.832951173953625e-05,1.0064409670723479e-05,8.265102068812772e-06,0.4509177432689151,8,200,200
89,1.639155733782568e-05,7.902017631386893e-06,8.489539706438787e-06,0.5179214843026572,8,200,200
90,1.4724745073345621e-05,6.855977196201578e-06,7.868767877144043e-06,0.5343907713137864,8,200,200
95,1.5677294882043834e-05,8.089824644894735e-06,7.587470237149099e-06,0.48397828160006695,8,200,200
99,1.7369207964971344e-05,8.83210524759215e-06,8.537102717379193e-06,0.49150788767087444,8,200,200
100,1.4954401708541491e-05,7.77195784453896e-06,7.182443864002531e-06,0.48028961666183817,8,200,200
105,1.5364112755555066e-05,8.138510360798245e-06,7.225602394756821e-06,0.47029089864914747,8,200,200
109,1.6472785831575187e-05,7.832663600350564e-06,8.640122231224623e-06,0.5245088669011381,8,200,200
110,1.3890256403184425e-05,6.978199123537935e-06,6.9120572796464894e-06,0.4976191280430114,8,200,200
115,1.4950521789195938e-05,7.642295015161477e-06,7.30822677403446e-06,0.48882753907062854,8,200,200
119,1.774951286871001e-05,9.363881820795609e-06,8.385631047914402e-06,0.47244288392258554,8,200,200
120,1.4633672056166706e-05,6.598402921327727e-06,8.035269134838978e-06,0.5490945200902513,8,200,200
125,1.5255673308163573e-05,7.160965949237945e-06,8.094707358925629e-06,0.530603087481823,8,200,200
129,1.5523635469780174e-05,7.458271235768912e-06,8.065364234011262e-06,0.519553828077971,8,200,200
130,1.4766861703319744e-05,7.688887172284936e-06,7.077974531034809e-06,0.4793147435953576,8,200,200
135,1.3701894540529747e-05,6.37660007868159e-06,7.325294461848157e-06,0.5346190952046945,8,200,200
139,1.58103537083929e-05,7.812600732247283e-06,7.997752976145617e-06,0.5058554111853945,8,200,200
140,1.4934689944966666e-05,8.08780395058377e-06,6.8468859943828964e-06,0.45845518183592787,8,200,200
145,1.577081627443917e-05,7.163817197992515e-06,8.606999076446656e-06,0.5457548250306232,8,200,200
149,1.4091716329072191e-05,6.986902027236358e-06,7.104814301835833e-06,0.504183744259605,8,200,200
150,1.7761957609276328e-05,9.875197304360817e-06,7.886760304915511e-06,0.4440253984615179,8,200,200
155,1.6042419681827946e-05,8.560803595381164e-06,7.481616086446782e-06,0.4663645656223284,8,200,200
159,1.4991853652363826e-05,8.563699039582945e-06,6.428154612780881e-06,0.428776505016598,8,200,200
160,1.526524291887755e-05,7.666106664342114e-06,7.599136254535435e-06,0.49780644139885055,8,200,200
165,1.5057181903747599e-05,7.20913036602431e-06,7.848051537723288e-06,0.5212164924281069,8,200,200
169,1.2798521574739871e-05,6.689521615508378e-06,6.108999959231493e-06,0.4773207533039345,8,200,200
170,1.4977138850318186e-05,7.00579463647896e-06,7.971344213839227e-06,0.5322341131710799,8,200,200
175,1.5689253542433642e-05,8.000041701439591e-06,7.68921184099405e-06,0.4900941794456677,8,200,200
179,1.442857294209525e-05,6.849306472678596e-06,7.579266469416654e-06,0.5252956407978645,8,200,200
180,1.5376551034326082e-05,8.117997403485706e-06,7.258553630840376e-06,0.47205342827768276,8,200,200
185,1.5939895956614815e-05,7.3774366231951185e-06,8.562459333419696e-06,0.5371715948915216,8,200,200
189,1.3383483428286201e-05,6.5417669382199235e-06,6.841716490066277e-06,0.5112059596985193,8,200,200
190,1.392652518377287e-05,6.390929085156327e-06,7.535596098616542e-06,0.5410966482433816,8,200,200
195,1.573465106761953e-05,8.007977459779247e-06,7.726673607840284e-06,0.49106100762164784,8,200,200
199,1.451984441863901e-05,7.322294928501855e-06,7.197549490137156e-06,0.4957043121548684,8,200,200
