iter,w_gap,w_sharp_drift,converged,num_iters,batch_size,tol
0,0.024988720242623413,nan,False,200,512,1e-06
1,0.026809323500101696,0.019816425872568783,False,200,512,1e-06
2,0.01602360681152295,0.021203695180748317,False,200,512,1e-06
3,0.020925476250861684,0.017799565176327865,False,200,512,1e-06
4,0.02160970248269506,0.017212815664483072,False,200,512,1e-06
