iter,td_loss,critic_teacher_error,tracking_gap,mean_rho2,w_norm,fixed_point_gap,fixed_point_drift,fixed_point_drift_defined,stability_proxy,dist_mmd2,dist_mean_l2
0,3.742315070264404e-05,0.022386097718609874,0.0,1.0,1.5482847288091095,0.020518126968341065,0.0,0.0,0.9999925544361736,0.06437985762221554,0.8864182630741991
1,9.133093379136516e-05,0.022385113226645742,0.0,1.0,1.5482844797364614,0.021557675175344997,0.015383231404630208,1.0,0.9999930626767822,0.03638746121735248,0.5973546651773209
2,8.52901560016861e-05,0.022384186172899508,0.0,1.0,1.5482842323085462,0.014327664484505339,0.01620773040083277,1.0,0.9999920359481093,0.03824615298115286,0.6456851713361684
3,4.8101048701744974e-05,0.022383585237363605,0.0,1.0,1.5482739154088396,0.023983341566961965,0.018677129069191528,1.0,0.9999925451099421,0.03282633281299596,0.5453108188742317
4,0.00017556309856472368,0.02238142231481026,0.0,1.0,1.5482531723208302,0.025008419192704683,0.015239748699403508,1.0,0.9999934827737278,0.020349567022197035,0.346025674224485
