iter,td_loss,critic_teacher_error,tracking_gap,mean_rho,mean_rho2,mean_rho_raw,mean_rho2_raw,mean_rho_exec,mean_rho2_exec,min_rho,max_rho,p95_rho,p99_rho,p95_rho2,p99_rho2,max_rho2,clip_fraction,mean_abs_a_diff,p95_abs_a_diff,max_abs_a_diff,delta_mean,delta_std,delta_p95,delta_p99,delta_max,w_norm,delta_theta_pi_norm,delta_w_norm,fixed_point_gap,fixed_point_drift,fixed_point_drift_defined,stability_proxy,dist_mmd2,dist_mean_l2,dist_action_kl,dist_action_tv,td_loss_from_Q,td_loss_from_Q_abs_diff,td_loss_from_Q_rel_diff
0,1.6876009653772745e-05,0.013945648507783553,1.9283442957685904e-15,1.148940084434135,1.3292884311371882,1.00347507941695,1.0815533003485793,1.148940084434135,1.3292884311371882,1.0568739540313805,1.3609692397155284,1.341099057199669,1.3570660479006915,1.7985466815329205,1.8416282585548438,1.8522372714518633,0.518125,0.10869550194965306,0.456697440437727,1.0127597345640988,-0.0006298697526571579,0.00405946717543822,0.0024857203835220152,0.004499012213612612,0.024295351884987472,4.581684736336919,1.0459325144908092e-06,5.319140035332198e-05,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
1,1.6484831476611724e-05,0.013945584725188675,4.4811704498618114e-15,1.1478500444897635,1.3263085090639997,0.9997962690824252,1.0754905570145825,1.1478500444897635,1.3263085090639997,1.0572451599491985,1.3611109035011648,1.3310937295778498,1.3555843585459442,1.771810519341184,1.8376089544613394,1.8526228916297571,0.5175,0.11096059573337808,0.4613391996504656,1.0683606797465475,-0.0006281647663739246,0.004011264202579795,0.002447753370378624,0.004407346642730381,0.02105944410617505,4.581683424776886,1.151401331922648e-06,5.0542497334510514e-05,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
2,1.878726527579718e-05,0.01394551070537704,6.773374259017907e-15,1.148138650386468,1.327224610920902,1.0002685365550865,1.0755161675147198,1.148138650386468,1.327224610920902,1.0561682624866564,1.360826432839152,1.3365076076562303,1.3564444375845914,1.7862525968011684,1.8399415125166476,1.851848580313731,0.51625,0.11048335527080677,0.44712356931684455,1.164755197533687,-0.0008242321027519865,0.004255338613622918,0.002498346510741042,0.004338212286076202,0.02299996790467391,4.581681886927979,1.1440095312783042e-06,5.873774044676901e-05,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
3,1.6094331978760344e-05,0.013945448004147449,1.3884151113162523e-14,1.1499787839131759,1.331701348967571,1.0043898504053876,1.0836493038383537,1.1499787839131759,1.331701348967571,1.057894925280703,1.3610322799961982,1.3386469855478067,1.3562505166737289,1.7919757544806323,1.8394154639852383,1.8524088671916499,0.5115625,0.10877186397563034,0.44621796287179216,1.1092400208016662,-0.0007665292232109134,0.00393786299009044,0.0025212235693020052,0.0041365118588881505,0.02365563696069157,4.5816808655300045,1.2405404809757908e-06,5.386718881879765e-05,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
4,1.700643459355786e-05,0.013945381985354593,1.8892869898700967e-14,1.147659234936518,1.326282655382278,0.9954349559575241,1.0672727036513916,1.147659234936518,1.326282655382278,1.0586555416208492,1.3609203189847718,1.3358911330408472,1.3563316611919172,1.784605119337294,1.8396355752347253,1.8521041146256132,0.533125,0.11381962706390691,0.45100917843063865,1.0315584738744077,-0.0007251082091579253,0.004059637013153965,0.0025510924139060015,0.00434252067724791,0.025007326446803077,4.58167999734236,8.98646339041832e-07,5.247940094948706e-05,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
5,1.812143227309837e-05,0.01394531133448227,2.0820116067157724e-14,1.1472385365365343,1.3248500777620142,0.9953378302351535,1.067518070866485,1.1472385365365343,1.3248500777620142,1.0551436999445378,1.3608309610284255,1.330583116588848,1.3541252870162257,1.770451430556351,1.8336552929400511,1.8518609044935481,0.5221875,0.11366784224592469,0.46238247934981935,1.1392227786575593,-0.000740441721854423,0.00419203749143965,0.0024783934505296745,0.004419521977212463,0.02484129175765519,4.581678976126747,8.406105769430272e-07,5.931594730509495e-05,0.1021399731097444,0.0,0.0,0.9999857059541961,0.005939713324005447,0.24938052603657052,0.042995237205547175,0.11281145562084752,8.088937772125147e-06,1.0032494500973223e-05,0.5536259137676807
6,1.6101506591435048e-05,0.01394524766030902,2.3658964559889847e-14,1.1464179228689426,1.3230841016764328,0.9984846337113922,1.0718241617209259,1.1464179228689426,1.3230841016764328,1.0570408925267494,1.360915191798394,1.3366536678710823,1.3564028938290438,1.7866430281240917,1.8398288104950808,1.8520901592676593,0.520625,0.11072572573603852,0.4591728089691196,1.1659620783480975,-0.0006970341171426725,0.003951664210301045,0.002505679211765402,0.004862411711976137,0.022193414265501362,4.581677663425909,7.214467973423904e-07,5.05236586620859e-05,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
7,1.5692956504403444e-05,0.013945185496135807,2.791856075708177e-14,1.1488990446522296,1.3289913681944032,1.0058599367685266,1.0863340751210067,1.1488990446522296,1.3289913681944032,1.0594414366513991,1.3610615984761976,1.3379528854115095,1.3553117690654073,1.7901179247800645,1.8368699914989006,1.852488674846582,0.506875,0.10709149171089102,0.4643337607413557,0.9916570723781044,-0.0008158427721184452,0.003876513520624626,0.0023572798209816875,0.0039009149448707404,0.009261415964204676,4.581676325014985,1.0925896695551187e-06,5.2611378147389644e-05,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
8,1.6622760884622023e-05,0.013945119623725967,3.381864504513008e-14,1.1484663903346675,1.3278964045073434,1.0022252191286902,1.079895806601738,1.1484663903346675,1.3278964045073434,1.057356711254146,1.3610542803084182,1.3361753929681848,1.3559776915290116,1.7853646837123949,1.8386754999370298,1.8524687539458664,0.5109375,0.10970550979200983,0.4634876822333366,1.2517441779071818,-0.0007738120900219025,0.004002995844858942,0.002343676506859839,0.0042408002770266484,0.01997717829432607,4.581675102935091,9.62840659005586e-07,5.400885548376424e-05,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
9,1.5430827375421677e-05,0.01394505843162628,3.600084808971233e-14,1.1460149658482488,1.322486954536184,0.999768571058826,1.0720699582882203,1.1460149658482488,1.322486954536184,1.056077225509284,1.3610663909497596,1.3378630792070083,1.357384243147381,1.7898776187704728,1.8424919888603413,1.8525017205730037,0.53,0.10913897263960891,0.4441722021116883,1.0489185784663602,-0.0007737578287315462,0.003851249952664501,0.0024357776555247565,0.004182673509992946,0.021099144548225677,4.581673773775801,7.944226097316344e-07,4.923680370475497e-05,0.0941893131569398,0.022077442811148738,1.0,0.9999847595960374,0.009514660752081072,0.30640452656733047,0.042995237205554884,0.11295739984207054,7.530687990391154e-06,7.900139385030523e-06,0.5119712114474119
