iter,w_gap,w_sharp_drift,w_sharp_drift_defined,converged,num_iters,batch_size,tol,rho_mean,rho2_mean,rho_min,rho_max,rho_p95,rho_p99,rho_clip,rho_clip_active
5,0.029640372097597397,0.0,0.0,False,2000,4096,1e-07,1.0005529674438398,1.0754380035955315,0.03154775158068838,1.367090794646868,1.3382667583557322,1.3572008008486978,10.0,1.0
9,0.029628575885808802,0.00541620604304008,1.0,False,2000,4096,1e-07,0.9929205762524691,1.06334906948224,0.050714778670764724,1.365624552852915,1.3339825024646081,1.3580074254896108,10.0,1.0
10,0.028279655235088515,0.005975541615633855,1.0,False,2000,4096,1e-07,1.004506232555567,1.0829091412207945,0.07328737632771877,1.364705951733573,1.3371519611965212,1.3569925831328853,10.0,1.0
15,0.02895696727573286,0.006217074448972177,1.0,False,2000,4096,1e-07,1.0008102715434553,1.0777286926156826,0.053970576804894595,1.3660363243403906,1.3381299035276681,1.3591882278242515,10.0,1.0
19,0.030367915068143923,0.00585455586286093,1.0,False,2000,4096,1e-07,0.996940080702533,1.07131857753101,0.05194285405920451,1.3684210209435437,1.335282579110338,1.3576103146643932,10.0,1.0
20,0.03111694987215199,0.005911779221056064,1.0,False,2000,4096,1e-07,0.9974422279817196,1.0711128928190394,0.02088513746664106,1.3654839810471553,1.3367784522151047,1.3565281067523884,10.0,1.0
25,0.031755458574891905,0.005754678120236748,1.0,False,2000,4096,1e-07,0.9946134555489868,1.0665181811054172,0.02454361511797839,1.3630327823835453,1.3348626622595787,1.3576534745678863,10.0,1.0
29,0.028156172564910768,0.00644694135104664,1.0,False,2000,4096,1e-07,1.0058624017724742,1.0872595752594405,0.06734307878615242,1.3655287158795073,1.3371051201781303,1.359148935409726,10.0,1.0
30,0.03299741409053024,0.007472019646738679,1.0,False,2000,4096,1e-07,0.9975840100038729,1.0701919153559818,0.026529424698840395,1.364308308627198,1.3366278958002993,1.3578814187715513,10.0,1.0
35,0.024039617963102777,0.010402538642767516,1.0,False,2000,4096,1e-07,1.0032275501501875,1.0819927236365092,0.07136569782292046,1.3639757940418693,1.3383420066858767,1.3575900532896739,10.0,1.0
39,0.03183208091206426,0.00980485412076813,1.0,False,2000,4096,1e-07,0.9984123659216546,1.0729070674961645,0.08344127526626557,1.365464306497788,1.3394416559122708,1.3575425920473518,10.0,1.0
40,0.02961452122362988,0.006166379001980823,1.0,False,2000,4096,1e-07,0.9964746274891552,1.0701789266182504,0.035990317833204076,1.3647534940276813,1.3371250055459591,1.3571253736844842,10.0,1.0
45,0.03050297068948344,0.005705312126759636,1.0,False,2000,4096,1e-07,0.9934674840700247,1.0633544708292244,0.04158121344866971,1.3646362817588265,1.3338172553530114,1.3565568030448978,10.0,1.0
49,0.026542309045612698,0.006797818587863576,1.0,False,2000,4096,1e-07,0.9945935945013523,1.0668479403350521,0.06994766319957775,1.3641447939718951,1.3375313307552743,1.3574052896752276,10.0,1.0
50,0.026163439792227898,0.005642942641011853,1.0,False,2000,4096,1e-07,0.9932020075957558,1.0637582430870351,0.08362032722116858,1.3647644084442483,1.3353071674435761,1.3570401985399871,10.0,1.0
55,0.026446253979781252,0.00559128362370574,1.0,False,2000,4096,1e-07,1.002621473697435,1.0796037427038172,0.0529009930959843,1.3639747205883745,1.3359329813791723,1.357394025575976,10.0,1.0
59,0.030447055552818358,0.0071348484906816135,1.0,False,2000,4096,1e-07,0.9944929971162861,1.0663858968977307,0.08408969412896454,1.3630858732939728,1.3354486418702463,1.3566252034486967,10.0,1.0
60,0.030959816410428564,0.005392892880889525,1.0,False,2000,4096,1e-07,1.000131734218194,1.0758972773466209,0.050666055646241145,1.3629325503163259,1.338215188872749,1.3577960012702028,10.0,1.0
65,0.03309625630271675,0.006057803546306849,1.0,False,2000,4096,1e-07,1.0066883624795238,1.0878533827786305,0.08477500851794204,1.362271352900646,1.3398004450383305,1.3568618732886546,10.0,1.0
69,0.02552292454218225,0.00943557005026648,1.0,False,2000,4096,1e-07,0.9999401133582226,1.0771264027685412,0.03441967004305514,1.362871646569949,1.336013766736329,1.3571399089009253,10.0,1.0
70,0.025526918333959654,0.005553194153317457,1.0,False,2000,4096,1e-07,0.9911342613083983,1.0579299894656078,0.06753762823421933,1.3634111978348604,1.3340186527658822,1.357865821061177,10.0,1.0
