iter,td_loss,critic_teacher_error,tracking_gap,mean_rho2,w_norm,fixed_point_gap,fixed_point_drift,stability_proxy,dist_mmd2,dist_mean_l2
0,6.760460593485862e-05,0.022385445633137005,2.8706581648728122e-11,1.77998782662024,1.5482436843438367,0.02906376748582679,nan,0.99997843203927,0.052785594865999985,0.7840526686956741
1,9.724655341431956e-05,0.022384144361504578,4.7188747576719035e-11,1.429471463936628,1.5482282181051938,0.0355655145914621,0.029309863337798205,0.9999757302423025,0.04284739125479142,0.668417668906293
2,9.985798351243091e-05,0.0223828365023706,6.94953264513415e-11,1.7603751096105897,1.5481820528368964,0.023687198333582623,0.03001557020441865,0.999967180447591,0.04147082329943852,0.6841046294565605
3,7.933863969680714e-05,0.022381484599199038,4.680850569088896e-11,1.5848434090498142,1.548147804092959,0.027307008421597993,0.02526872126024787,0.9999716817951304,0.03090325327127197,0.5225383136758671
4,0.00016474806376779515,0.02237930953111923,8.49851299569964e-11,1.4800007583294021,1.5481190955806512,0.032348436892866615,0.02955709482694678,0.9999720584644873,0.018054714257991655,0.32049132267537256
